1	0.1	0	0.2	4.77539	0.0299995
2	0.3	0.2	0.4	4.07973	0.00758441
3	0.5	0.4	0.6	3.08306	0.00503998
4	0.7	0.6	0.8	2.11358	0.00351301
5	0.9	0.8	1	1.36889	0.00248782
6	1.1	1	1.2	0.866556	0.00178802
7	1.3	1.2	1.4	0.540069	0.00129734
8	1.5	1.4	1.6	0.333307	0.000948128
9	1.7	1.6	1.8	0.205524	0.000699084
10	1.9	1.8	2	0.127918	0.000521495
11	2.1	2	2.2	0.0795636	0.00039104
12	2.3	2.2	2.4	0.0491917	0.000293743
13	2.5	2.4	2.6	0.0308533	0.000223119
14	2.7	2.6	2.8	0.0190947	0.000168879
15	2.9	2.8	3	0.011985	0.000129075
16	3.1	3	3.2	0.007271	9.72144e-05
17	3.3	3.2	3.4	0.00466679	7.5479e-05
18	3.5	3.4	3.6	0.00288616	5.76274e-05
19	3.7	3.6	3.8	0.00186647	4.50626e-05
20	3.9	3.8	4	0.00114405	3.43733e-05
21	4.1	4	4.2	0.000742432	2.70046e-05
22	4.3	4.2	4.4	0.000429665	2.00568e-05
23	4.5	4.4	4.6	0.000293386	1.62008e-05
24	4.7	4.6	4.8	0.000186849	1.26559e-05
