2.000000000000000111e-01 2.229998786223272647e-02 1.184300003952487102e-03
2.974358974358974339e-01 1.803677567404126519e-02 9.604213831220689401e-04
3.948717948717949122e-01 1.448865212794015617e-02 7.750947762142696611e-04
4.923076923076923350e-01 1.287453578615748405e-02 6.922269224800435203e-04
5.897435897435897578e-01 1.363257413971110353e-02 7.342115575663323186e-04
6.871794871794871806e-01 1.484529438288123039e-02 8.004168022750392372e-04
7.846153846153847145e-01 1.742821550540294556e-02 9.387619322960219373e-04
8.820512820512820262e-01 2.001113662792465553e-02 1.077435749572821632e-03
9.794871794871795601e-01 2.281252463315864079e-02 1.227096324526265672e-03
1.076923076923076872e+00 2.563736773860094201e-02 1.378018751464913033e-03
1.174358974358974406e+00 2.826857651210814767e-02 1.518362884080156185e-03
1.271794871794871717e+00 3.067421005314880170e-02 1.646412725522748309e-03
1.369230769230769251e+00 3.307984359418940368e-02 1.774571530498551949e-03
1.466666666666666563e+00 3.496028997915138353e-02 1.874768643571205189e-03
1.564102564102564097e+00 3.669882703555762959e-02 1.967640479964020018e-03
1.661538461538461409e+00 3.843736409196382015e-02 2.060752245146575245e-03
1.758974358974358942e+00 3.953208130545458887e-02 2.120327935448810836e-03
1.856410256410256476e+00 4.058702928528023363e-02 2.178227703623180148e-03
1.953846153846153788e+00 4.164197726510605185e-02 2.236510684359047443e-03
2.051282051282051544e+00 4.210130586016538889e-02 2.264276268941360463e-03
2.148717948717948634e+00 4.255599031107999003e-02 2.292319997878267991e-03
2.246153846153846168e+00 4.300693769769311364e-02 2.320670364889389908e-03
2.343589743589743701e+00 4.297860023208893709e-02 2.324661918019830294e-03
2.441025641025641235e+00 4.295026276648480912e-02 2.329233681764434835e-03
2.538461538461538769e+00 4.290085703234137321e-02 2.333271438835154456e-03
2.635897435897436303e+00 4.251037936667195066e-02 2.319913831148345297e-03
2.733333333333333393e+00 4.211990170100247260e-02 2.307162237175377183e-03
2.830769230769230926e+00 4.167530896007513169e-02 2.292067857566686562e-03
2.928205128205128460e+00 4.103044367353793354e-02 2.266629432820607519e-03
3.025641025641025994e+00 4.038557838700073538e-02 2.241802245163934931e-03
3.123076923076923084e+00 3.965091678112852430e-02 2.212370296167218316e-03
3.220512820512820618e+00 3.883917379484699145e-02 2.179042758616855490e-03
3.317948717948718151e+00 3.801759554420941489e-02 2.145692416054391718e-03
3.415384615384615685e+00 3.710440909213815613e-02 2.107039942208806856e-03
3.512820512820513219e+00 3.619122264006687656e-02 2.068968521621156447e-03
3.610256410256410309e+00 3.522422979756883316e-02 2.027456406037426734e-03
3.707692307692307843e+00 3.425023784780891617e-02 1.985909308322131393e-03
3.805128205128205376e+00 3.325135254859150347e-02 1.942601813059049087e-03
3.902564102564102910e+00 3.224288254227646727e-02 1.898658644332272549e-03
4.000000000000000000e+00 3.136278401956200945e-02 1.860069709845730375e-03
