2.000000000000000111e-01 9.651271127870016120e-03 2.323493594839342864e-04
2.974358974358974339e-01 8.189830587420251704e-03 1.968502013848789749e-04
3.948717948717949122e-01 6.379315276293454247e-03 1.551074523385526322e-04
4.923076923076923350e-01 4.842679900516578748e-03 1.213677565348826240e-04
5.897435897435897578e-01 4.400185535599101562e-03 1.122325337390704024e-04
6.871794871794871806e-01 4.206521397254905578e-03 1.085756629809633920e-04
7.846153846153847145e-01 5.293501999963460929e-03 1.304922483486282124e-04
8.820512820512820262e-01 6.389739078421825640e-03 1.535112614310567356e-04
9.794871794871795601e-01 8.255520612634516600e-03 1.933442019233516803e-04
1.076923076923076872e+00 1.020839910024375768e-02 2.359405331994934222e-04
1.174358974358974406e+00 1.227964395907443253e-02 2.815547309595597481e-04
1.271794871794871717e+00 1.448791978295980477e-02 3.303943372526969282e-04
1.369230769230769251e+00 1.669782133059204143e-02 3.794691122906722119e-04
1.466666666666666563e+00 1.877262214278431832e-02 4.255878300384290515e-04
1.564102564102564097e+00 2.081451998778773016e-02 4.709590952739042867e-04
1.661538461538461409e+00 2.285960522898928399e-02 5.163964737618317608e-04
1.758974358974358942e+00 2.454733094001844765e-02 5.539342966607634046e-04
1.856410256410256476e+00 2.621932061327645475e-02 5.910433775099253103e-04
1.953846153846153788e+00 2.789675961800142448e-02 6.282061660071691341e-04
2.051282051282051544e+00 2.913004081535199019e-02 6.556529220809429077e-04
2.148717948717948634e+00 3.036823391549010528e-02 6.831215045708589114e-04
2.246153846153846168e+00 3.161043831816586630e-02 7.106083081138184730e-04
2.343589743589743701e+00 3.242142999818607707e-02 7.288106334247202106e-04
2.441025641025641235e+00 3.324183532973142702e-02 7.471678672217128142e-04
2.538461538461538769e+00 3.404828445939798304e-02 7.651954988193667611e-04
2.635897435897436303e+00 3.449663009231457300e-02 7.756253810326947098e-04
2.733333333333333393e+00 3.495472924847790874e-02 7.862712108340265144e-04
2.830769230769230926e+00 3.535383328945389952e-02 7.956959696971189523e-04
2.928205128205128460e+00 3.550943434927362335e-02 8.000499868677379703e-04
3.025641025641025994e+00 3.567470692953648298e-02 8.046772622718400495e-04
3.123076923076923084e+00 3.571397271675972457e-02 8.067298537756816164e-04
3.220512820512820618e+00 3.564628882355559691e-02 8.066409815214796138e-04
3.317948717948718151e+00 3.556967753659925208e-02 8.064843628738606243e-04
3.415384615384615685e+00 3.533127842043595757e-02 8.030210220964762412e-04
3.512820512820513219e+00 3.510192108931273897e-02 7.999130347395368460e-04
3.610256410256410309e+00 3.475131098497077908e-02 7.943422220568295946e-04
3.707692307692307843e+00 3.438879687914101618e-02 7.886964194182220214e-04
3.805128205128205376e+00 3.395170383049123108e-02 7.815873183677951629e-04
3.902564102564102910e+00 3.347720890755576800e-02 7.738298597447249233e-04
4.000000000000000000e+00 3.303482271947370819e-02 7.665577735165892814e-04
