2.000000000000000111e-01 3.132794917069002538e-02 8.714159417201420297e-04
2.974358974358974339e-01 2.523561510101792263e-02 7.033744026252239509e-04
3.948717948717949122e-01 1.988779695998306105e-02 5.551702261789754093e-04
4.923076923076923350e-01 1.711220405389179966e-02 4.783856889802792496e-04
5.897435897435897578e-01 1.758796193629348636e-02 4.920111185559796927e-04
6.871794871794871806e-01 1.869264431114476058e-02 5.232555445166791729e-04
7.846153846153847145e-01 2.177667293551589084e-02 6.098162054092690250e-04
8.820512820512820262e-01 2.486070155988704539e-02 6.966403653191899359e-04
9.794871794871795601e-01 2.838905477591745913e-02 7.962293123223074167e-04
1.076923076923076872e+00 3.196511168823815141e-02 8.972979481800222616e-04
1.174358974358974406e+00 3.534772364063440420e-02 9.931784883943802194e-04
1.271794871794871717e+00 3.850498097038521778e-02 1.082979091230763368e-03
1.369230769230769251e+00 4.166223830013603829e-02 1.172833179708500763e-03
1.466666666666666563e+00 4.419580211039514372e-02 1.245644975378464156e-03
1.564102564102564097e+00 4.656083946765324222e-02 1.313906387105509208e-03
1.661538461538461409e+00 4.892587682491137541e-02 1.382227499634925425e-03
1.758974358974358942e+00 5.050152748653795320e-02 1.429049808602784067e-03
1.856410256410256476e+00 5.202841714103495496e-02 1.474632960473522790e-03
1.953846153846153788e+00 5.355530679553195672e-02 1.520301189509794086e-03
2.051282051282051544e+00 5.434955750289054144e-02 1.546044027952812481e-03
2.148717948717948634e+00 5.513809570161743584e-02 1.571749216568722697e-03
2.246153846153846168e+00 5.592204806829298436e-02 1.597440899659432340e-03
2.343589743589743701e+00 5.611785967533686192e-02 1.607061557459528748e-03
2.441025641025641235e+00 5.631367128238080194e-02 1.616821645633330059e-03
2.538461538461538769e+00 5.648354345302847995e-02 1.625991883110871564e-03
2.635897435897436303e+00 5.623348488006146839e-02 1.623542510922421078e-03
2.733333333333333393e+00 5.598342630709430418e-02 1.621249157600058608e-03
2.830769230769230926e+00 5.566536214591558812e-02 1.617150035486242124e-03
2.928205128205128460e+00 5.509561853678372062e-02 1.605951235593126381e-03
3.025641025641025994e+00 5.452587492765170046e-02 1.594922020149309875e-03
3.123076923076923084e+00 5.383761231055897434e-02 1.580493961692931541e-03
3.220512820512820618e+00 5.304761268680501657e-02 1.563176527895036383e-03
3.317948717948718151e+00 5.224342867180999106e-02 1.545588660132474592e-03
3.415384615384615685e+00 5.130712756031744620e-02 1.523967600079444455e-03
3.512820512820513219e+00 5.037082644882474869e-02 1.502535903864315580e-03
3.610256410256410309e+00 4.934472339704677052e-02 1.478222941385603107e-03
3.707692307692307843e+00 4.830529462322762785e-02 1.453628557913390828e-03
3.805128205128205376e+00 4.721398056441639124e-02 1.427318240128209320e-03
3.902564102564102910e+00 4.609599470964197143e-02 1.400158601324182376e-03
4.000000000000000000e+00 4.510595901436897925e-02 1.375920054360739312e-03
