1.35	0.00	0.00	0.00	-2.48356	2.74768	0.00	-0.403291	0.302908	-0.29	-1.43913	0.668617	-1.02	-0.0160782	0.43633	0.00	-1.22947	2.49015	0.00	-0.359948	0.323721	-0.25	-8.84	-1.09
2.40	-0.17	0.25	0.00	-2.93776	2.75626	-2.08	-0.134641	0.357339	0.00	-3.10969	1.32133	-2.20	0	0	0.00	-0.681033	2.3256	0.00	-1.16884	0.428333	-0.83	-9.31	-3.14
