0.35	7.27	8.16	0.00	0.00	0.00	0.00	7.44	5.97	5.26	11.39	11.55	0.00	5.17	6.85	0.00	0.00	0.00	0.00	2.22	1.65	1.57	16.96	9.64	11.99	14.04	14.04	13.19
0.45	0.00	0.00	0.00	0.00	0.00	0.00	1.71	1.21	1.21	0.00	0.00	0.00	0.00	0.00	0.00	26.37	15.92	18.65	2.71	4.46	0.00	0.00	0.00	0.00	19.30	4.96	1.21
0.55	0.32	0.97	0.00	31.29	16.89	22.13	0.92	0.58	0.65	0.21	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.39	2.27	0.00	0.23	0.29	0.00	22.65	22.65	22.13
0.70	0.01	0.37	0.00	7.78	2.47	5.50	0.04	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.36	0.00	7.31	7.31	5.50
0.90	0.00	0.00	0.00	4.13	1.28	2.92	0.87	0.23	0.61	0.00	0.00	0.00	0.00	0.00	0.00	2.93	2.47	2.07	0.00	0.00	0.00	0.56	0.12	0.40	6.04	5.67	3.01
1.10	0.00	0.00	0.00	5.38	1.03	3.81	0.14	0.07	0.10	0.00	0.00	0.00	0.00	0.00	0.00	1.75	2.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.13	6.13	3.81
1.30	0.00	0.00	0.00	0.66	0.84	0.00	0.23	0.13	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.81	4.81	0.16
1.50	0.00	0.00	0.00	2.81	0.88	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.29	0.00	2.79	2.76	1.97	0.00	0.00	0.00	0.00	0.00	0.00	5.57	5.20	1.99
1.70	0.00	0.00	0.00	1.23	0.87	0.87	0.24	0.12	0.17	0.00	0.00	0.00	0.00	0.00	0.00	2.32	3.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.89	4.89	0.89
1.90	0.00	0.00	0.00	1.78	0.95	1.26	0.41	0.16	0.29	0.20	0.39	0.00	0.25	0.47	0.00	7.58	3.54	5.36	0.00	0.00	0.00	0.89	0.24	0.63	7.34	5.02	1.44
2.10	0.72	0.41	0.51	0.66	0.95	0.00	0.40	0.22	0.29	0.78	0.44	0.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.87	4.87	0.80
2.30	0.00	0.00	0.00	0.81	1.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.20	4.57	8.62	0.00	0.00	0.00	0.00	0.00	0.00	9.87	4.81	0.00
