0.50	7.27	8.16	0.00	0.00	0.00	0.00	7.44274	5.974	5.26	11.39	11.55	0.00	5.17	6.85	0.00	4.61	5.88	0.00	16.9567	9.63967	11.99	13.95	13.09
0.70	0.00	0.00	0.00	0.00	0.00	0.00	1.71077	1.20955	1.21	0.00	0.00	0.00	0.00	0.00	0.00	0.09	2.46	0.00	0	0	0.00	4.96	1.21
0.90	0.32	0.97	0.00	31.29	16.89	22.13	0.917815	0.580403	0.65	0.21	0.86	0.00	0.00	0.00	0.00	0.34	1.04	0.00	0.230117	0.285036	0.00	22.65	22.13
1.10	0.01	0.37	0.00	7.78	2.47	5.50	0.0416869	0.188942	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25562	0.361366	0.00	7.31	5.50
1.30	0.00	0.00	0.00	4.13	1.28	2.92	0.866315	0.228379	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.559445	0.123213	0.40	5.67	3.01
1.50	0.00	0.00	0.00	5.38	1.03	3.81	0.141207	0.0716679	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.16	1.50	0.00	0	0	0.00	6.13	3.81
1.70	0.00	0.00	0.00	0.66	0.84	0.00	0.232235	0.129825	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	4.81	0.16
1.90	0.00	0.00	0.00	2.81	0.88	1.99	0	0	0.00	0.00	0.00	0.00	0.04	0.29	0.00	0.00	0.00	0.00	0	0	0.00	5.20	1.99
2.10	0.00	0.00	0.00	1.23	0.87	0.87	0.244934	0.119062	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.18	2.03	0.00	0	0	0.00	4.89	0.89
2.30	0.00	0.00	0.00	1.78	0.95	1.26	0.406029	0.159992	0.29	0.20	0.39	0.00	0.25	0.47	0.00	0.00	0.00	0.00	0.891117	0.236479	0.63	5.02	1.44
2.50	0.72	0.41	0.51	0.66	0.95	0.00	0.40325	0.223757	0.29	0.78	0.44	0.55	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0.00	4.87	0.80
2.80	0.00	0.00	0.00	0.81	1.02	0.00	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.72	2.15	0.00	0	0	0.00	4.81	0.00
3.25	1.29	0.63	0.91	2.85	0.93	2.02	1.59735	0.615314	1.13	2.21	0.71	1.56	0.71	0.77	0.00	0.00	0.00	0.00	2.43984	0.744232	1.73	5.89	3.40
3.75	1.56	0.69	1.10	5.90	1.56	4.17	1.89465	0.595791	1.34	4.92	1.07	3.48	3.76	1.21	2.66	1.19	3.53	0.00	1.98055	0.76914	1.40	8.04	6.45
4.50	0.37	0.75	0.00	0.41	0.99	0.00	2.98113	0.847741	2.11	0.65	0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.33487	0.880988	2.36	5.76	3.16
5.50	1.82	0.95	1.29	3.56	1.69	2.51	0	0	0.00	0.86	0.86	0.61	2.72	1.47	1.92	7.63	7.94	0.00	0	0	0.00	5.93	3.47
7.00	1.54	1.07	1.09	0.89	1.22	0.00	4.84282	1.42959	3.42	2.98	1.41	2.10	0.00	0.00	0.00	12.04	12.81	0.00	0	0	0.00	6.36	4.16
