pt	PHSD_v2_dir

0.1	0.00673715778703069
0.3	0.0289014237323547
0.5	0.0408354749431215
0.7	0.0452593851098011
0.9	0.0456518347879624
1.1	0.0461680092175037
1.3	0.0495555776894896
1.5	0.0450189502583947
1.7	0.0423291803748743
1.9	0.043663779928945
2.1	0.0423892042002663
2.3	0.040154334379369
2.5	0.0327776544309139
2.7	0.0279973112078589
2.9	0.0322545509623378
3.1	0.0271313654874249
3.3	0.0307319282806879
3.5	0.0251928283985246
