pt	PHSD_v3_dir

0.1	0.002644364827677
0.3	0.00941767820296888
0.5	0.014876595498377
0.7	0.018799645866878
0.9	0.0242826428683848
1.1	0.0288484019638135
1.3	0.0322018758386729
1.5	0.0348727475084273
1.7	0.0360778188558382
1.9	0.0374472150352229
2.1	0.0391670826629389
2.3	0.0413466899921479
2.5	0.0400959009693233
2.7	0.0437526497258514
2.9	0.0440945168697452
3.1	0.0375981453214347
