5.00000000e-01  3.91546653e-02  4.16937090e-04
5.85714286e-01  2.62538022e-02  2.78214141e-04
6.71428571e-01  1.78741003e-02  1.90590265e-04
7.57142857e-01  1.23038055e-02  1.33378190e-04
8.42857143e-01  8.48268005e-03  9.48351299e-05
9.28571429e-01  5.88928881e-03  6.83096967e-05
1.01428571e+00  4.13108978e-03  4.97453046e-05
1.10000000e+00  2.98218180e-03  3.65544056e-05
1.18571429e+00  2.16430148e-03  2.71159541e-05
1.27142857e+00  1.58423377e-03  2.02469415e-05
1.35714286e+00  1.18107463e-03  1.52087709e-05
1.44285714e+00  8.83855917e-04  1.14883534e-05
1.52857143e+00  6.67556291e-04  8.72072853e-06
1.61428571e+00  5.12097984e-04  6.64785336e-06
1.70000000e+00  3.94283160e-04  5.08945772e-06
1.78571429e+00  3.06717536e-04  3.91432306e-06
1.87142857e+00  2.41709420e-04  3.01968718e-06
1.95714286e+00  1.91140686e-04  2.33698427e-06
2.04285714e+00  1.52699407e-04  1.81452817e-06
2.12857143e+00  1.23272958e-04  1.41296442e-06
2.21428571e+00  9.98410319e-05  1.10288320e-06
2.30000000e+00  8.17833152e-05  8.63016860e-07
2.38571429e+00  6.76251987e-05  6.77159703e-07
2.47142857e+00  5.60986820e-05  5.32584060e-07
2.55714286e+00  4.70137678e-05  4.19833473e-07
2.64285714e+00  3.96623689e-05  3.31619872e-07
2.72857143e+00  3.35511131e-05  2.62396115e-07
2.81428571e+00  2.86584364e-05  2.07962638e-07
2.90000000e+00  2.46006299e-05  1.65138131e-07
2.98571429e+00  2.11662967e-05  1.31408898e-07
3.07142857e+00  1.83830323e-05  1.04788342e-07
3.15714286e+00  1.60204716e-05  8.37062657e-08
3.24285714e+00  1.39853005e-05  6.69617144e-08
3.32857143e+00  1.23161696e-05  5.36417612e-08
3.41428571e+00  1.08693238e-05  4.30352353e-08
3.50000000e+00  9.60460328e-06  3.45684455e-08
