1.0000000000e-01   1.1944951272e+01   3.2530622558e-01
2.0000000000e-01   8.0190489266e+00   2.1890217852e-01
3.0000000000e-01   5.2259109413e+00   1.4533912202e-01
4.0000000000e-01   3.3827291000e+00   9.6676290605e-02
5.0000000000e-01   2.2105001803e+00   6.5253032138e-02
6.0000000000e-01   1.4792472597e+00   4.5205079111e-02
7.0000000000e-01   9.9024114114e-01   3.1454550632e-02
8.0000000000e-01   6.7461192751e-01   2.2298249047e-02
9.0000000000e-01   4.6012539208e-01   1.5871140074e-02
1.0000000000e+00   3.1822099755e-01   1.1457135129e-02
1.1000000000e+00   2.2048805351e-01   8.2982784137e-03
1.2000000000e+00   1.5411413217e-01   6.0642309410e-03
1.3000000000e+00   1.0851951222e-01   4.4647091540e-03
1.4000000000e+00   7.6623755199e-02   3.2972780122e-03
1.5000000000e+00   5.4463674487e-02   2.4508341632e-03
1.6000000000e+00   3.8941780998e-02   1.8320160894e-03
1.7000000000e+00   2.7896056754e-02   1.3724822933e-03
1.8000000000e+00   2.0083760767e-02   1.0329952447e-03
1.9000000000e+00   1.4526176326e-02   7.8076452446e-04
2.0000000000e+00   1.0545658501e-02   5.9217852106e-04
2.1000000000e+00   7.6762838977e-03   4.5033308698e-04
2.2000000000e+00   5.6088820517e-03   3.4359699646e-04
2.3000000000e+00   4.1129404659e-03   2.6296274528e-04
2.4000000000e+00   3.0261706948e-03   2.0182537434e-04
2.5000000000e+00   2.2317842823e-03   1.5525302900e-04
2.6000000000e+00   1.6507464564e-03   1.1972148675e-04
2.7000000000e+00   1.2245813525e-03   9.2541549694e-05
2.8000000000e+00   9.1099768111e-04   7.1692078222e-05
2.9000000000e+00   6.7954365874e-04   5.5656782645e-05
3.0000000000e+00   5.0829015405e-04   4.3304868141e-05
3.1000000000e+00   3.8125513024e-04   3.3773789787e-05
3.2000000000e+00   2.8665835786e-04   2.6388296186e-05
3.3000000000e+00   2.1603344904e-04   2.0653268871e-05
3.4000000000e+00   1.6317356817e-04   1.6190967855e-05
3.5000000000e+00   1.2351453930e-04   1.2712383059e-05
