5.00000000e-01  2.61076045e+00  8.53716896e-02
5.85714286e-01  1.56610893e+00  5.32211981e-02
6.71428571e-01  9.79224278e-01  3.45595872e-02
7.57142857e-01  6.24808380e-01  2.29217775e-02
8.42857143e-01  4.03380532e-01  1.54274762e-02
9.28571429e-01  2.63008043e-01  1.05112372e-02
1.01428571e+00  1.73946887e-01  7.25863056e-03
1.10000000e+00  1.18573865e-01  5.14687831e-03
1.18571429e+00  8.17485124e-02  3.68860483e-03
1.27142857e+00  5.67963888e-02  2.66362157e-03
1.35714286e+00  3.99172843e-02  1.94563813e-03
1.44285714e+00  2.82748243e-02  1.43208952e-03
1.52857143e+00  2.01202116e-02  1.05863163e-03
1.61428571e+00  1.43980394e-02  7.86841702e-04
1.70000000e+00  1.04128037e-02  5.91268608e-04
1.78571429e+00  7.56307300e-03  4.46011195e-04
1.87142857e+00  5.51138328e-03  3.37415375e-04
1.95714286e+00  4.03361389e-03  2.56306826e-04
2.04285714e+00  2.96919391e-03  1.95827168e-04
2.12857143e+00  2.19671888e-03  1.50361389e-04
2.21428571e+00  1.62959797e-03  1.15710683e-04
2.30000000e+00  1.21199275e-03  8.92329024e-05
2.38571429e+00  9.04025397e-04  6.89755635e-05
2.47142857e+00  6.78392831e-04  5.36448624e-05
2.55714286e+00  5.10885297e-04  4.18587381e-05
2.64285714e+00  3.85678974e-04  3.27278968e-05
2.72857143e+00  2.91763764e-04  2.56297871e-05
2.81428571e+00  2.21160279e-04  2.01016608e-05
2.90000000e+00  1.67966595e-04  1.57887041e-05
2.98571429e+00  1.27997034e-04  1.24345226e-05
3.07142857e+00  9.78752209e-05  9.82085050e-06
3.15714286e+00  7.49947585e-05  7.76856487e-06
3.24285714e+00  5.75579519e-05  6.15241590e-06
3.32857143e+00  4.42460844e-05  4.87800029e-06
3.41428571e+00  3.40658537e-05  3.87176081e-06
3.50000000e+00  2.62675392e-05  3.07628288e-06
