1.0000000000e-01   3.4924654812e-01   8.5112815029e-03
2.0000000000e-01   3.2923146551e-01   8.1271974092e-03
3.0000000000e-01   3.0459647217e-01   7.6720846679e-03
4.0000000000e-01   2.6734201148e-01   6.9201073968e-03
5.0000000000e-01   2.2231253431e-01   5.9471377574e-03
6.0000000000e-01   1.8464528027e-01   5.1186567939e-03
7.0000000000e-01   1.4528439822e-01   4.1872053505e-03
8.0000000000e-01   1.1517369587e-01   3.4558566759e-03
9.0000000000e-01   8.8039312429e-02   2.7543595204e-03
1.0000000000e+00   6.8248335505e-02   2.2283258288e-03
1.1000000000e+00   5.1433419645e-02   1.7541790082e-03
1.2000000000e+00   3.8973446502e-02   1.3891807672e-03
1.3000000000e+00   2.9621888631e-02   1.1039561467e-03
1.4000000000e+00   2.2153453183e-02   8.6371350051e-04
1.5000000000e+00   1.6679838039e-02   6.8033181172e-04
1.6000000000e+00   1.2630297631e-02   5.3892013733e-04
1.7000000000e+00   9.4300376647e-03   4.2107326532e-04
1.8000000000e+00   7.0765620821e-03   3.3059253468e-04
1.9000000000e+00   5.3354272825e-03   2.6069950917e-04
2.0000000000e+00   4.0237793258e-03   2.0559957184e-04
2.1000000000e+00   3.0166376882e-03   1.6117784586e-04
2.2000000000e+00   2.2703450741e-03   1.2678926896e-04
2.3000000000e+00   1.7149166863e-03   1.0005664125e-04
2.4000000000e+00   1.2998418420e-03   7.9195527123e-05
2.5000000000e+00   9.7985570839e-04   6.2328416520e-05
2.6000000000e+00   7.3974296211e-04   4.9104277907e-05
2.7000000000e+00   5.6015270331e-04   3.8781866903e-05
2.8000000000e+00   4.2538470137e-04   3.0700796459e-05
2.9000000000e+00   3.2393282056e-04   2.4356976381e-05
3.0000000000e+00   2.4668448450e-04   1.9313301018e-05
3.1000000000e+00   1.8746693665e-04   1.5273474304e-05
3.2000000000e+00   1.4281509652e-04   1.2101635539e-05
3.3000000000e+00   1.0905678397e-04   9.6057310186e-06
3.4000000000e+00   8.3469015565e-05   7.6375760059e-06
3.5000000000e+00   6.4026374795e-05   6.0824866775e-06
