5.00000000e-01  2.34116367e-02  6.61313863e-04
5.85714286e-01  1.71830778e-02  4.97625080e-04
6.71428571e-01  1.25516972e-02  3.75114071e-04
7.57142857e-01  9.23442198e-03  2.85497294e-04
8.42857143e-01  6.78928378e-03  2.17888813e-04
9.28571429e-01  4.98836153e-03  1.66665449e-04
1.01428571e+00  3.69072389e-03  1.28451417e-04
1.10000000e+00  2.71418686e-03  9.86484414e-05
1.18571429e+00  2.00994380e-03  7.63080216e-05
1.27142857e+00  1.49510345e-03  5.92893843e-05
1.35714286e+00  1.11069150e-03  4.60179833e-05
1.44285714e+00  8.26746078e-04  3.57873812e-05
1.52857143e+00  6.18387784e-04  2.79597670e-05
1.61428571e+00  4.63819369e-04  2.19010132e-05
1.70000000e+00  3.46470251e-04  1.70899731e-05
1.78571429e+00  2.60034541e-04  1.33932308e-05
1.87142857e+00  1.95874181e-04  1.05304197e-05
1.95714286e+00  1.47856616e-04  8.29396930e-06
2.04285714e+00  1.11627794e-04  6.53129987e-06
2.12857143e+00  8.43323317e-05  5.14481540e-06
2.21428571e+00  6.39011107e-05  4.06299589e-06
2.30000000e+00  4.85576482e-05  3.21635615e-06
2.38571429e+00  3.70179104e-05  2.55296258e-06
2.47142857e+00  2.82141679e-05  2.02471474e-06
2.55714286e+00  2.15360121e-05  1.60733548e-06
2.64285714e+00  1.64740955e-05  1.27814603e-06
2.72857143e+00  1.26308506e-05  1.01821683e-06
2.81428571e+00  9.70565993e-06  8.12543781e-07
2.90000000e+00  7.47390807e-06  6.49476556e-07
2.98571429e+00  5.76976350e-06  5.19988064e-07
3.07142857e+00  4.46308913e-06  4.16792817e-07
3.15714286e+00  3.45885959e-06  3.34518745e-07
3.24285714e+00  2.68547523e-06  2.68840069e-07
3.32857143e+00  2.08870966e-06  2.16329728e-07
3.41428571e+00  1.62735588e-06  1.74286523e-07
3.50000000e+00  1.27003083e-06  1.40577172e-07
