5.00000000e-01  5.35405303e-03  1.91524886e-04
5.85714286e-01  2.89811188e-03  1.10692539e-04
6.71428571e-01  1.65780752e-03  6.53334356e-05
7.57142857e-01  9.84934028e-04  3.95996712e-05
8.42857143e-01  6.21617626e-04  2.50398554e-05
9.28571429e-01  4.12695626e-04  1.63932300e-05
1.01428571e+00  2.79501567e-04  1.09724341e-05
1.10000000e+00  2.01660870e-04  7.91254482e-06
1.18571429e+00  1.47663019e-04  5.79983549e-06
1.27142857e+00  1.09055032e-04  4.30655062e-06
1.35714286e+00  8.19526092e-05  3.30413631e-06
1.44285714e+00  6.22329998e-05  2.57923454e-06
1.52857143e+00  4.74553384e-05  2.02051770e-06
1.61428571e+00  3.63023705e-05  1.59057341e-06
1.70000000e+00  2.77885529e-05  1.26601284e-06
1.78571429e+00  2.13656507e-05  1.01145263e-06
1.87142857e+00  1.64830439e-05  8.10345689e-07
1.95714286e+00  1.27340867e-05  6.50303280e-07
2.04285714e+00  9.82709762e-06  5.22063461e-07
2.12857143e+00  7.58163492e-06  4.19457945e-07
2.21428571e+00  5.86627216e-06  3.37850173e-07
2.30000000e+00  4.55161344e-06  2.72750541e-07
2.38571429e+00  3.54271161e-06  2.20764048e-07
2.47142857e+00  2.74826779e-06  1.78109304e-07
2.55714286e+00  2.13277307e-06  1.43718267e-07
2.64285714e+00  1.65827462e-06  1.16145234e-07
2.72857143e+00  1.29226634e-06  9.40345593e-08
2.81428571e+00  1.00924954e-06  7.62660078e-08
2.90000000e+00  7.89887524e-07  6.19577095e-08
2.98571429e+00  6.19087864e-07  5.03726461e-08
3.07142857e+00  4.85437274e-07  4.09481838e-08
3.15714286e+00  3.81242829e-07  3.33238451e-08
3.24285714e+00  2.99960963e-07  2.71563404e-08
3.32857143e+00  2.36428951e-07  2.21593717e-08
3.41428571e+00  1.86676113e-07  1.81046237e-08
3.50000000e+00  1.47641762e-07  1.48096412e-08
