#y  dN/dy  dN/dy_err  vn{2}(y)  vn{2}(y)_err
-4.9000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  
-4.7000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  
-4.5000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  
-4.2994510361e+00  2.5000000000e-05  2.4874685928e-05  1.0000000004e-01  4.9749371876e-02  -7.9537673500e-03  7.9138985909e-03  9.9999999958e-02  4.9749371835e-02  2.6524830000e-03  2.6391872621e-03  1.0000000005e-01  4.9749371879e-02  3.7343208100e-03  3.7156022921e-03  9.9999999980e-02  4.9749371845e-02  -8.5928667800e-03  8.5497944948e-03  9.9999999988e-02  4.9749371850e-02  9.9348118400e-03  9.8850129708e-03  1.0000000002e-01  4.9749371867e-02  -7.2109696200e-03  7.1748241813e-03  
-3.9881939957e+00  9.5750000000e-03  5.1241462704e-04  6.8976537010e-01  2.9312945352e-02  -1.0235265051e-02  4.5059335961e-02  6.9018622707e-01  2.7595862566e-02  1.3112967985e-02  4.5476445311e-02  6.6636070662e-01  2.9108004371e-02  4.5480100852e-02  5.0340509672e-02  6.2447169824e-01  3.0773541085e-02  -6.2621328994e-02  4.4713201899e-02  6.4239952752e-01  3.0677425775e-02  8.3941716131e-02  4.6555160751e-02  6.5682500529e-01  2.9892289170e-02  1.8884359530e-02  4.6164206039e-02  
-3.8108802087e+00  2.0425000000e-02  7.9298092663e-04  4.7249278000e-01  2.6111867007e-02  1.5751985567e-02  3.2528473602e-02  4.8358993309e-01  2.3283950774e-02  -2.1078648410e-03  3.5824677348e-02  4.5715423260e-01  2.4955438002e-02  1.5175106395e-02  3.0959582794e-02  4.6570446821e-01  2.3422112328e-02  -4.8135714050e-03  3.2117533613e-02  4.8503267966e-01  2.5195148794e-02  -3.3053134311e-02  3.6297587968e-02  4.7977668996e-01  2.5268855701e-02  -7.0295682967e-02  3.1045119541e-02  
-3.6123926802e+00  1.9625000000e-02  7.0389541127e-04  4.9226249618e-01  2.7769685006e-02  -3.4469405001e-02  3.7154818296e-02  5.0099536923e-01  2.7783026015e-02  1.7218997350e-02  3.6946309783e-02  5.3464928720e-01  2.9817440829e-02  3.2519740229e-02  3.3799477575e-02  5.4865783138e-01  2.6777252540e-02  -3.2176414491e-02  3.9047476912e-02  4.8500222427e-01  2.6597869078e-02  3.3053492478e-02  3.1124801363e-02  5.3121847140e-01  2.6825533037e-02  -4.8064802514e-02  3.9555737380e-02  
-3.4149558873e+00  1.8850000000e-02  6.9948195116e-04  5.1394559128e-01  2.5494549915e-02  6.1945569255e-03  3.3760560500e-02  4.7651332381e-01  2.7527183149e-02  -2.5163434103e-02  3.4726966600e-02  4.7280321829e-01  2.6360434271e-02  -9.4448960616e-02  3.2892179372e-02  5.2268744573e-01  2.7427889526e-02  -2.2958456829e-02  3.8704230214e-02  5.2458614901e-01  2.9126328900e-02  -2.5078400688e-02  3.5910927066e-02  5.0776013242e-01  2.6289775649e-02  -5.3629637600e-02  3.5242821465e-02  
-3.2140267800e+00  1.9250000000e-02  6.7777208559e-04  5.0343015568e-01  2.6042561265e-02  -3.5749836463e-02  3.3057137879e-02  5.1176819951e-01  2.7119013400e-02  -4.7056132476e-03  3.9702008858e-02  5.0815979536e-01  2.6001158341e-02  5.0869376354e-02  3.4669162095e-02  5.1790607570e-01  2.7109191184e-02  1.6841218160e-02  3.5362949538e-02  4.8558094234e-01  2.7355434573e-02  -2.8484553196e-02  3.4653379127e-02  5.0280589428e-01  2.5100555665e-02  5.7862533436e-02  3.5610123059e-02  
-3.0110504030e+00  2.1725000000e-02  8.6001090109e-04  4.9238764903e-01  2.4909697391e-02  1.9354427629e-02  3.4866717927e-02  4.7296198192e-01  2.7499645841e-02  1.9648006313e-02  3.1418000852e-02  4.9657816361e-01  2.6628198128e-02  -2.5955788401e-02  3.5333774514e-02  4.9071559600e-01  2.7455408249e-02  -5.1770642850e-02  3.4683718909e-02  5.2858829286e-01  2.6725825985e-02  -2.6718853005e-02  3.6074178528e-02  4.7050474613e-01  2.7329588481e-02  -1.2265177745e-03  3.5631178315e-02  
