#y  dN/dy  dN/dy_err  vn{2}(y)  vn{2}(y)_err
-4.9000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  
-4.6931627335e+00  2.5000000000e-04  7.5000000000e-05  3.1622776602e-01  4.7434164903e-02  4.5665087170e-02  2.5490624586e-02  3.1622776604e-01  4.7434164906e-02  3.4124988770e-02  1.9400759549e-02  3.1622776601e-01  4.7434164901e-02  -2.2824200000e-04  1.9629179042e-02  3.1622776603e-01  4.7434164904e-02  -2.2393076090e-02  2.3410627544e-02  3.1622776600e-01  4.7434164901e-02  1.1141674701e-02  2.6054898331e-02  3.1622776604e-01  4.7434164906e-02  -2.2938961830e-02  2.1744399974e-02  
-4.4504010596e+00  2.3500000000e-03  2.3932195888e-04  6.8039674141e-01  3.4416247240e-02  9.8089317789e-03  4.8882674016e-02  6.7929037552e-01  3.4420110897e-02  2.5490484255e-02  4.6058346634e-02  6.5042310417e-01  3.5907006040e-02  1.0724007397e-02  4.8405568271e-02  6.7896622275e-01  3.3639671269e-02  -5.8384346088e-02  4.5942201949e-02  6.6186829311e-01  3.5223020381e-02  -3.0483696358e-02  4.8200453272e-02  6.7671520047e-01  3.4525388146e-02  4.2389887676e-02  4.6058032475e-02  
-4.1777749803e+00  2.5100000000e-02  9.1235957824e-04  3.9868564431e-01  2.3674744182e-02  -6.4723161390e-03  2.9777687388e-02  3.7570621850e-01  1.8529475769e-02  1.5988407606e-02  2.7899937384e-02  3.3692015881e-01  1.7695984095e-02  -1.8600714698e-02  2.2248913979e-02  3.4032969740e-01  2.0141922245e-02  1.1846770889e-02  2.3352524946e-02  3.6095104651e-01  2.0752068365e-02  5.8000441226e-03  2.4339297350e-02  3.5993538235e-01  1.7259781421e-02  -1.3428791030e-02  2.3900848792e-02  
-3.9721508814e+00  2.8387500000e-01  5.2778280334e-03  1.0821307283e-01  5.6622730332e-03  7.0435132501e-03  7.5047377579e-03  1.1167813898e-01  5.8805040574e-03  1.7296125698e-02  8.4998704595e-03  1.0163341304e-01  5.3246368605e-03  5.1172438036e-03  7.4221509056e-03  9.8761093478e-02  4.4757011350e-03  -3.3080992959e-04  6.8038891337e-03  1.0244707948e-01  4.9134502048e-03  -5.2398093332e-03  7.2215980083e-03  1.0699560288e-01  5.1171123730e-03  -3.4096334336e-03  7.8700257919e-03  
-3.7992626604e+00  5.4965000000e-01  9.3149087489e-03  8.7397869242e-02  4.2488096657e-03  5.2923153637e-03  5.6091116728e-03  9.8011797464e-02  5.8923165699e-03  4.9568843029e-03  6.5134973579e-03  7.3411982191e-02  3.8047717498e-03  -3.9367547201e-03  5.0923287723e-03  7.4695691252e-02  3.4572490015e-03  -9.7722924931e-03  5.3949175295e-03  8.0378623968e-02  4.0075897013e-03  -9.1155945943e-03  5.8304881584e-03  7.6755263993e-02  3.8706333106e-03  -4.6865513854e-03  5.5709992441e-03  
-3.6000553678e+00  5.8150000000e-01  1.0380992245e-02  7.5208503586e-02  3.4273403369e-03  -5.6329731670e-04  4.8363349591e-03  8.9601271566e-02  4.0681188101e-03  5.2492450412e-03  6.5850455814e-03  8.4367962038e-02  3.9436674553e-03  -2.1121089518e-03  5.5821831376e-03  7.3087394448e-02  4.5958073926e-03  5.8822079481e-03  4.6398096524e-03  7.0099837019e-02  2.8544427502e-03  -2.8846084664e-03  4.8734367635e-03  7.3686159252e-02  4.2395735470e-03  3.1702343457e-03  5.3700938746e-03  
-3.4002341686e+00  5.8540000000e-01  1.0008978469e-02  8.4830598689e-02  3.9059121600e-03  2.1842814145e-03  5.6529011162e-03  8.4035431478e-02  3.9402293017e-03  1.4069577640e-04  5.9363306850e-03  6.9604845057e-02  2.9703837178e-03  -2.8112232674e-03  4.6733243711e-03  7.7899117591e-02  4.2215088488e-03  -4.4918908332e-03  5.3800442578e-03  6.6509249113e-02  3.5273552195e-03  -5.8096676971e-03  4.3576090581e-03  7.9159553245e-02  4.3762394442e-03  -1.7598651837e-03  5.1356909808e-03  
-3.2009711303e+00  5.8212500000e-01  9.7363606522e-03  8.3246853532e-02  3.8458929513e-03  -1.0528530903e-02  5.6250957361e-03  9.5602294861e-02  4.6289841664e-03  1.0758339420e-02  6.6365986774e-03  7.7634694002e-02  3.8166235569e-03  -1.0438043341e-02  5.1577505375e-03  7.5670579529e-02  3.1946354710e-03  -1.1763129302e-03  4.9672890096e-03  7.1085211882e-02  3.4546347684e-03  -5.8490596643e-03  4.8169198933e-03  7.4909340903e-02  3.5634856725e-03  5.2971027364e-03  5.0386623363e-03  
-3.0002878625e+00  5.8470000000e-01  9.9463737111e-03  7.5662102172e-02  3.5985821478e-03  6.5749296631e-03  5.2330937241e-03  8.4757142036e-02  5.3770537847e-03  -5.1239884721e-03  5.8813086195e-03  7.1686130321e-02  3.8041778144e-03  -9.5859028492e-03  4.8215787048e-03  7.1787492218e-02  3.6785907012e-03  -3.5607443353e-03  5.1677422440e-03  7.3702362647e-02  3.1877863258e-03  -4.9279356553e-03  5.1579827386e-03  7.2338571756e-02  4.2140559221e-03  6.2082867956e-04  4.8617983269e-03  
-2.8003743350e+00  5.8162500000e-01  9.0756112053e-03  8.1099035018e-02  3.6632470304e-03  4.9021239300e-06  5.1796122278e-03  8.2833553043e-02  3.8073455818e-03  2.8070446422e-03  5.9754966709e-03  7.9996604972e-02  3.8462427384e-03  -9.1475623490e-03  6.1076197006e-03  7.5183723272e-02  3.7777494907e-03  -6.9999486600e-04  5.4698670636e-03  6.6315180229e-02  3.1873574576e-03  3.8994428498e-03  4.7477417488e-03  6.7498089718e-02  3.2077345207e-03  -8.6547748150e-04  4.6974809086e-03  
-2.5999724690e+00  5.7935000000e-01  9.2675252900e-03  7.8278059953e-02  4.1551832963e-03  7.3809946635e-03  5.1301247966e-03  8.7820285036e-02  4.7929037290e-03  2.4399362949e-03  5.8565879347e-03  7.3424458420e-02  3.9773772538e-03  -5.0349205685e-03  5.5349408685e-03  7.0583934046e-02  3.1563779247e-03  -7.7989864080e-04  4.4682437012e-03  7.0543423856e-02  3.2570987216e-03  1.0861836803e-02  4.7405320171e-03  7.3921187436e-02  3.6605020291e-03  6.1530847648e-03  5.0248149422e-03  
-2.4006882445e+00  5.8142500000e-01  1.0150508300e-02  8.0330354200e-02  4.0865700622e-03  1.1297538741e-03  5.4790448403e-03  8.2962928591e-02  4.0206908025e-03  8.3800969118e-03  5.2621055339e-03  7.2824180907e-02  3.7813831541e-03  -7.0157918131e-03  5.4298957959e-03  7.6342181948e-02  3.4083463207e-03  2.0169573385e-03  5.8342077287e-03  7.2570184452e-02  3.7772076749e-03  -2.8897932152e-03  5.8070139964e-03  6.8282097871e-02  3.1609132686e-03  -5.3920952551e-03  5.1124752707e-03  
-2.2006874642e+00  5.6545000000e-01  9.5962479647e-03  8.0331254438e-02  3.6759734791e-03  -2.1897345897e-03  5.2110705819e-03  8.0465769063e-02  4.0745373705e-03  2.6706918955e-03  5.4606165762e-03  7.4286879911e-02  3.8511672788e-03  -2.4332669898e-03  5.3739962116e-03  7.2556000289e-02  3.7950545788e-03  2.7133597818e-03  5.4023812316e-03  6.6838884888e-02  3.1878176595e-03  -5.2769358520e-05  4.9633060200e-03  7.5154780376e-02  3.7746693696e-03  6.6270303981e-03  5.2265608187e-03  
-2.0003324245e+00  5.7080000000e-01  9.6863873555e-03  7.8404949366e-02  3.1362145810e-03  2.9937402385e-03  5.4538789166e-03  9.1025672792e-02  4.4996316799e-03  8.6348695655e-03  6.7980659440e-03  7.9176691291e-02  4.9274188276e-03  -8.3215332688e-03  5.6956706101e-03  7.6232729511e-02  3.7319824490e-03  -5.7199983368e-03  5.5368147856e-03  7.2509242611e-02  2.9711034735e-03  -1.4864192998e-03  5.2550496268e-03  7.3156796218e-02  3.4915538831e-03  7.1301909874e-04  5.3482462856e-03  
