#pT	dN/(2pi dy pT dpT)	err(dN/(2pi dy pT dpT))	v1{SP}	v1{SP}_err	v2{SP}	v2{SP}_err	v3{SP}	v3{SP}_err	v4{SP}	v4{SP}_err	v5{SP}	v5{SP}_err	v6{SP}	v6{SP}_err
3.0013032956e+00  3.5622961049e-05  4.8646701412e-06  -1.6208163376e-03  1.6334792952e-03  8.2106532484e-03  6.3142539530e-03  7.9929850909e-04  1.7531247551e-03  5.5107683337e-04  6.3389607751e-04  -1.3676232532e-04  3.2844526816e-04  1.5505763781e-04  2.4973187379e-04  
3.0966595115e+00  2.6659327461e-05  3.7256514237e-06  -1.6661222496e-03  1.5906509772e-03  7.3572789244e-03  5.6407950852e-03  -6.2314589144e-04  1.6726610055e-03  -2.4574359774e-03  1.1191895624e-03  -2.0974965435e-04  4.2851514701e-04  -7.1719116783e-04  3.6202573668e-04  
3.1959423406e+00  1.3127304771e-05  2.4460405077e-06  -7.2103541305e-04  2.1375425428e-03  1.7801315949e-02  8.7494928048e-03  3.1929807397e-04  2.3997119930e-03  -1.5647339605e-03  1.0395530200e-03  -1.0158775514e-04  4.4470152659e-04  -3.5282755022e-04  5.4678458778e-04  
3.2940209665e+00  1.3969001616e-05  2.7263435860e-06  -1.4347746730e-03  2.2761411590e-03  2.8812675239e-02  1.3755970318e-02  -6.6450381855e-04  2.8931168204e-03  1.2821123163e-03  1.1054488583e-03  8.4568103599e-04  4.0013308965e-04  -1.4018125467e-04  2.9498691013e-04  
3.4060056082e+00  1.7483167880e-05  2.7155680075e-06  -5.7684571221e-04  1.7872101013e-03  1.6201236036e-02  1.1920912171e-02  9.4486564899e-04  3.8122770053e-03  1.4318067820e-03  1.5515406724e-03  -6.8808121500e-04  5.5405538552e-04  -1.8018336575e-04  3.7545432876e-04  
3.4961676853e+00  1.1612930049e-05  2.3376785483e-06  -4.6404743050e-04  1.3770325732e-03  -3.0943928430e-03  1.1966477991e-02  3.4277134244e-03  3.1628365259e-03  -6.8011567609e-04  1.1172699024e-03  -1.0701553077e-03  8.4251755536e-04  5.0990628014e-04  4.6793499085e-04  
3.6017782830e+00  1.1272418121e-05  2.4486901531e-06  -1.3409520004e-03  1.3880036274e-03  2.3843066786e-03  1.0178828475e-02  5.4242720481e-03  2.6126723805e-03  5.3565704055e-04  1.2793434748e-03  1.0457945615e-03  8.0789280612e-04  1.8156016322e-04  4.1231894479e-04  
3.6696515920e+00  3.6879750734e-06  1.1562805842e-06  -1.2887861399e-03  3.5692193761e-03  3.0461266922e-02  1.4623677980e-02  -6.0118853774e-03  6.4971640877e-03  -5.2238790326e-03  3.4710526532e-03  5.6374732616e-04  1.8814506753e-03  9.2117575751e-04  1.0361270142e-03  
3.7625612100e+00  7.1938144484e-07  5.0781365983e-07  -7.6262870987e-04  6.1321842407e-03  -4.3996473258e-02  3.8789241026e-02  -1.2876602983e-02  1.2837685361e-02  -5.3827654614e-03  4.8564425856e-03  -1.0025444424e-03  1.1978586974e-03  1.6183189082e-03  1.5585703511e-03  
3.8777351900e+00  3.4900742177e-07  3.4871052046e-07  -9.0758712050e-03  9.2460242025e-03  1.4217004240e-02  1.4436603335e-02  7.2644982460e-03  7.4007187683e-03  8.4090105553e-03  8.5096837506e-03  -9.3458539760e-04  9.5378885426e-04  5.5554704607e-03  5.6506385735e-03  
3.9500000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  
