#vn  dP(vn)/dvn  dP(vn)/dvn_err
2.3205903357e+03  2.9873789223e-05  3.0332237325e-06  9.8673127097e-03  2.1967232471e+01  9.1849613180e-01  2.4003313695e-02  1.3950537399e+01  7.3525787939e-01  1.1632392682e-02  2.0951128385e+01  8.7754620073e-01  8.2913137085e-03  2.1744812972e+01  9.0919630536e-01  8.1842756612e-03  2.2279053452e+01  9.3234936920e-01  
8.1190736316e+03  2.5562108304e-05  2.8058059018e-06  6.0206772404e-02  2.3042551543e-01  9.4070822754e-02  6.1448704952e-02  7.6340440765e+00  5.4390311993e-01  6.8615981483e-02  3.3080729030e-01  1.1026909677e-01  6.2511531172e-02  1.5206162918e-01  7.6030814589e-02  6.5891052063e-02  1.9508803373e-01  8.7246021003e-02  
1.3772941487e+04  2.1250427385e-05  2.5582508292e-06  1.0072917696e-01  7.6808505144e-02  5.4311814840e-02  9.9821752851e-02  7.7502985548e-01  1.7330194415e-01  1.2922278049e-01  7.3512731177e-02  5.1981350719e-02  1.2188949380e-01  3.8015407294e-02  3.8015407294e-02  9.5671989320e-02  3.9017606746e-02  3.9017606746e-02  
1.9774571390e+04  2.2790313428e-05  2.6493201222e-06  1.5562671220e-01  7.6808505144e-02  5.4311814840e-02  1.4234711405e-01  1.1625447832e-01  6.7119554354e-02  1.6248071828e-01  3.6756365588e-02  3.6756365588e-02  1.5305972478e-01  1.5206162918e-01  7.6030814589e-02  1.4598392183e-01  3.9017606746e-02  3.9017606746e-02  
2.4505883879e+04  2.5254131096e-05  2.7888522366e-06  1.9927640071e-01  0.0000000000e+00  0.0000000000e+00  1.9749074620e-01  0.0000000000e+00  0.0000000000e+00  2.0821049911e-01  0.0000000000e+00  0.0000000000e+00  2.0131472393e-01  0.0000000000e+00  0.0000000000e+00  1.9017728032e-01  1.1705282024e-01  6.7580477273e-02  
3.0349033168e+04  1.5090883216e-05  2.1558404594e-06  2.4356004531e-01  0.0000000000e+00  0.0000000000e+00  2.3382589514e-01  3.8751492774e-02  3.8751492774e-02  2.5447949891e-01  0.0000000000e+00  0.0000000000e+00  2.4605132925e-01  0.0000000000e+00  0.0000000000e+00  2.3143450054e-01  3.9017606746e-02  3.9017606746e-02  
3.5912297544e+04  9.5472934629e-06  1.7147445260e-06  2.8784368991e-01  0.0000000000e+00  0.0000000000e+00  2.9365134900e-01  3.8751492774e-02  3.8751492774e-02  3.0074849871e-01  0.0000000000e+00  0.0000000000e+00  2.9078793456e-01  0.0000000000e+00  0.0000000000e+00  2.8331880632e-01  0.0000000000e+00  0.0000000000e+00  
4.2227055085e+04  8.6233618375e-06  1.6296622062e-06  3.4262685592e-01  3.8404252572e-02  3.8404252572e-02  3.2915124367e-01  0.0000000000e+00  0.0000000000e+00  3.4701749851e-01  0.0000000000e+00  0.0000000000e+00  3.3552453988e-01  0.0000000000e+00  0.0000000000e+00  3.2690631499e-01  0.0000000000e+00  0.0000000000e+00  
4.6446500531e+04  6.1595441696e-06  1.3773159474e-06  3.8666278724e-01  3.8404252572e-02  3.8404252572e-02  3.7303807616e-01  0.0000000000e+00  0.0000000000e+00  3.9328649831e-01  0.0000000000e+00  0.0000000000e+00  3.8026114520e-01  0.0000000000e+00  0.0000000000e+00  3.7030911201e-01  3.9017606746e-02  3.9017606746e-02  
5.2637671530e+04  6.4675213781e-06  1.4113288702e-06  4.2069462372e-01  0.0000000000e+00  0.0000000000e+00  4.1692490865e-01  0.0000000000e+00  0.0000000000e+00  4.4316114797e-01  7.3512731177e-02  5.1981350719e-02  4.1063992149e-01  3.8015407294e-02  3.8015407294e-02  4.0808605308e-01  3.9017606746e-02  3.9017606746e-02  
5.8010426138e+04  1.8478632509e-06  7.5438701319e-07  4.6497826832e-01  0.0000000000e+00  0.0000000000e+00  4.6081174114e-01  0.0000000000e+00  0.0000000000e+00  4.8582449791e-01  0.0000000000e+00  0.0000000000e+00  4.6973435583e-01  0.0000000000e+00  0.0000000000e+00  4.7149512343e-01  3.9017606746e-02  3.9017606746e-02  
6.3345193836e+04  4.3116809187e-06  1.1523451971e-06  5.0926191293e-01  0.0000000000e+00  0.0000000000e+00  5.0469857363e-01  0.0000000000e+00  0.0000000000e+00  5.2610196422e-01  3.6756365588e-02  3.6756365588e-02  5.1447096115e-01  0.0000000000e+00  0.0000000000e+00  5.0125634965e-01  0.0000000000e+00  0.0000000000e+00  
6.8844008811e+04  1.2319088339e-06  6.1595441696e-07  5.5354555753e-01  0.0000000000e+00  0.0000000000e+00  5.3716328716e-01  7.7502985548e-02  5.4802886643e-02  5.7836249752e-01  0.0000000000e+00  0.0000000000e+00  5.5920756647e-01  0.0000000000e+00  0.0000000000e+00  5.4484385831e-01  0.0000000000e+00  0.0000000000e+00  
7.4321632310e+04  1.5398860424e-06  6.8865797369e-07  6.1364901949e-01  3.8404252572e-02  3.8404252572e-02  6.0939361982e-01  7.7502985548e-02  5.4802886643e-02  6.1364901957e-01  3.6756365588e-02  3.6756365588e-02  6.0025059705e-01  7.6030814589e-02  5.3761904575e-02  5.8843136698e-01  0.0000000000e+00  0.0000000000e+00  
8.0110367411e+04  9.2393162545e-07  5.3343217266e-07  6.4211284673e-01  0.0000000000e+00  0.0000000000e+00  6.3635907110e-01  0.0000000000e+00  0.0000000000e+00  6.7090049712e-01  0.0000000000e+00  0.0000000000e+00  6.7100897966e-01  3.8015407294e-02  3.8015407294e-02  6.1364901949e-01  3.9017606746e-02  3.9017606746e-02  
8.4507553855e+04  3.0797720848e-07  3.0797720848e-07  6.9197167662e-01  3.8404252572e-02  3.8404252572e-02  6.8024590359e-01  0.0000000000e+00  0.0000000000e+00  7.1716949692e-01  0.0000000000e+00  0.0000000000e+00  6.9341738242e-01  0.0000000000e+00  0.0000000000e+00  6.7560638431e-01  0.0000000000e+00  0.0000000000e+00  
9.1114614059e+04  0.0000000000e+00  0.0000000000e+00  7.4768357037e-01  3.8404252572e-02  3.8404252572e-02  7.2413273608e-01  0.0000000000e+00  0.0000000000e+00  7.6343849672e-01  0.0000000000e+00  0.0000000000e+00  7.4170555151e-01  3.8015407294e-02  3.8015407294e-02  7.0765451146e-01  3.9017606746e-02  3.9017606746e-02  
9.6636711881e+04  0.0000000000e+00  0.0000000000e+00  7.7496378054e-01  0.0000000000e+00  0.0000000000e+00  7.6801956857e-01  0.0000000000e+00  0.0000000000e+00  8.0970749652e-01  0.0000000000e+00  0.0000000000e+00  7.8289059306e-01  0.0000000000e+00  0.0000000000e+00  7.6278140164e-01  0.0000000000e+00  0.0000000000e+00  
1.0215880970e+05  0.0000000000e+00  0.0000000000e+00  8.1924742514e-01  0.0000000000e+00  0.0000000000e+00  8.1190640106e-01  0.0000000000e+00  0.0000000000e+00  8.5700568969e-01  3.6756365588e-02  3.6756365588e-02  8.2843252880e-01  3.8015407294e-02  3.8015407294e-02  8.0636891030e-01  0.0000000000e+00  0.0000000000e+00  
1.1043091334e+05  3.0797720848e-07  3.0797720848e-07  8.8558433361e-01  3.8404252572e-02  3.8404252572e-02  8.6659825584e-01  7.7502985548e-02  5.4802886643e-02  9.2528746728e-01  3.6756365588e-02  3.6756365588e-02  8.9464264208e-01  3.8015407294e-02  3.8015407294e-02  8.7166300700e-01  3.9017606746e-02  3.9017606746e-02  
