#pT	dN/(2pi dy pT dpT)	err(dN/(2pi dy pT dpT))	v1{SP}	v1{SP}_err	v2{SP}	v2{SP}_err	v3{SP}	v3{SP}_err	v4{SP}	v4{SP}_err	v5{SP}	v5{SP}_err	v6{SP}	v6{SP}_err
1.0874280568e-01  3.1749092642e-02  1.0013265273e-03  6.5828190211e-04  1.0006943370e-03  -6.5299590774e-03  5.6553549461e-03  -3.3493654649e-04  1.2496618668e-03  -6.9111756410e-04  5.7587499936e-04  2.1636714101e-06  3.0739405225e-04  -4.6790864767e-05  3.5996665693e-04  
2.0420034834e-01  3.5127324419e-02  9.6130147784e-04  6.8868872861e-04  5.4952515314e-04  7.4114388878e-03  3.5411871996e-03  -1.3510077745e-03  1.0266339661e-03  3.8551186649e-04  4.8935815709e-04  1.8524021959e-04  2.3460447583e-04  3.5816036526e-04  2.4759726235e-04  
3.0243582302e-01  3.3851746901e-02  9.0972105921e-04  1.6228820300e-03  6.6885486361e-04  1.2337841553e-04  2.7470584821e-03  -1.0404043403e-03  9.4715140272e-04  -3.5989347646e-04  3.0812682297e-04  1.6851871651e-04  1.7461856767e-04  -2.0472177775e-04  1.9693974646e-04  
4.0180861008e-01  3.3773471844e-02  8.6163849486e-04  6.5160706658e-04  5.1443246460e-04  1.6985196679e-03  2.2269746329e-03  -7.7173357191e-04  7.6439584711e-04  -8.5749677136e-06  2.4615305117e-04  -8.2942952542e-05  1.4770086747e-04  -1.2247755831e-04  1.5894869121e-04  
5.0095630818e-01  3.1919144028e-02  8.2321453422e-04  7.7350737495e-04  4.0507236174e-04  3.0220581434e-03  2.4455794149e-03  -8.5360809537e-05  7.4835814020e-04  3.0071763449e-05  2.8539136412e-04  1.3966163426e-04  1.2919369079e-04  1.8051654068e-04  1.6196258855e-04  
6.0100618640e-01  2.9428560299e-02  7.7141073177e-04  1.1046259153e-03  4.2752570831e-04  2.4547093355e-03  2.2513187918e-03  1.5566305789e-04  6.9021364166e-04  1.0360547399e-04  1.9729924452e-04  1.0006624493e-05  1.3873410035e-04  1.6478469285e-04  1.4760522898e-04  
7.0044821702e-01  2.7414371749e-02  7.1670758403e-04  1.4934989170e-03  4.4063735011e-04  5.2209914413e-03  2.0587417436e-03  5.3646751141e-05  5.8863999949e-04  7.2373820469e-05  2.2543418439e-04  -8.9983041825e-05  1.7363955444e-04  2.7893558348e-04  1.8400686378e-04  
8.0010394987e-01  2.4838294103e-02  6.7650943933e-04  2.2114631749e-03  5.8674493843e-04  9.1752233388e-03  2.5020242172e-03  1.2482165148e-03  5.9962910710e-04  2.5218463060e-04  2.4135267002e-04  9.9919582085e-05  1.4317429626e-04  2.9150538294e-05  1.4818861638e-04  
9.0002774095e-01  2.2337327365e-02  6.3831661505e-04  2.4106991458e-03  5.2073220051e-04  1.1419771906e-02  2.9364284350e-03  6.6145406029e-04  6.5556823195e-04  -4.8804131637e-04  2.3166231306e-04  5.4170767676e-05  1.3770125883e-04  6.7211860169e-05  1.1962981857e-04  
1.0000655220e+00  2.0008160609e-02  5.8871474800e-04  2.2363750647e-03  5.0497647210e-04  1.0982670239e-02  2.7618167268e-03  1.2122138996e-03  6.4061065535e-04  -9.8986613088e-06  2.0866219704e-04  1.4392292968e-04  1.4632537933e-04  1.2302715978e-06  1.4643569733e-04  
1.0997697216e+00  1.7079329009e-02  5.2657236555e-04  1.4342366062e-03  4.3867650496e-04  1.2932019948e-02  3.0759683145e-03  2.1661259709e-03  7.0383950369e-04  -3.9648053120e-04  3.4679151220e-04  1.8695451160e-04  1.2820546807e-04  4.1639504558e-07  1.1441306043e-04  
1.1995249243e+00  1.4783421573e-02  4.6984789008e-04  1.6552060123e-03  5.3805901473e-04  1.6555377188e-02  3.3751349176e-03  1.5171503332e-03  6.3139404347e-04  1.4020461468e-04  2.0300777602e-04  -1.7429693927e-04  1.4849145974e-04  -1.1302957927e-04  1.4056758643e-04  
1.2989508277e+00  1.2456891113e-02  4.1271694569e-04  2.0932102372e-03  5.3082904575e-04  2.0057572697e-02  4.0692247908e-03  1.2338715136e-03  7.3111902386e-04  6.6840280817e-05  2.7088530849e-04  1.3530128194e-04  1.1182123154e-04  -7.3197046193e-05  1.4936932813e-04  
1.3992263876e+00  1.0460473580e-02  3.5938694463e-04  1.7293728057e-03  5.0446952495e-04  2.4644219866e-02  5.3804832080e-03  1.6195298088e-03  7.3457853454e-04  5.7720239654e-04  2.6305065011e-04  2.3154247072e-04  1.4329481941e-04  -1.9866748973e-04  1.6045162245e-04  
1.4993121352e+00  8.8045213325e-03  3.2131757440e-04  1.2422772866e-03  6.4495000034e-04  2.3498687201e-02  4.5011548527e-03  2.9419630163e-03  8.4315228089e-04  7.1100681563e-04  4.0157665371e-04  3.6715201336e-04  2.0870876129e-04  6.0677829294e-05  1.5905909195e-04  
1.5991130473e+00  7.2072451726e-03  2.7881376229e-04  4.1930692378e-04  4.7192470009e-04  2.8875204715e-02  5.7919923679e-03  2.7994333608e-03  8.9811056818e-04  2.0913776515e-04  3.2355889542e-04  1.4505871190e-04  1.4925217746e-04  -1.0524729760e-04  1.7171044472e-04  
1.6987246297e+00  5.9791647865e-03  2.4742880942e-04  1.4414262509e-03  6.0067214550e-04  2.6046615342e-02  5.4386604275e-03  2.7766680006e-03  9.4901886627e-04  3.4750222432e-04  3.6156003226e-04  1.5364643545e-06  1.8216756620e-04  3.2370627433e-04  1.5600235003e-04  
1.7991615673e+00  4.6870587345e-03  2.0321738681e-04  -9.2729692090e-04  6.1696670701e-04  2.7154104045e-02  5.6716223125e-03  3.8971566314e-03  1.2778120746e-03  -9.8991583588e-05  4.2398242620e-04  -1.1566532947e-04  2.0322650270e-04  2.1259067524e-04  2.0459504377e-04  
1.8984451433e+00  3.7789623205e-03  1.7087187787e-04  2.7148178444e-04  5.5635198709e-04  3.3703203666e-02  7.7885861198e-03  1.4196493035e-03  7.9247236219e-04  5.1683541447e-05  4.3691833769e-04  -1.7110436195e-04  1.7064165728e-04  -1.0490154964e-04  1.9285040391e-04  
1.9977407179e+00  3.0846939690e-03  1.4584027200e-04  -7.6965329012e-04  6.2805096250e-04  3.6676531678e-02  8.1088909533e-03  2.9759513839e-03  1.2413896472e-03  3.1956243052e-04  3.2713551012e-04  1.4612811505e-04  2.0243634657e-04  2.7868218287e-04  2.1857885202e-04  
2.0984691262e+00  2.4487859394e-03  1.2633637319e-04  -2.8000010731e-03  8.5336377972e-04  3.4042427235e-02  7.6238281168e-03  5.2681350894e-03  1.6001060084e-03  5.4610479963e-04  6.0309464822e-04  -1.6488429104e-04  2.3080610282e-04  -1.0610266947e-04  2.3386436987e-04  
2.1974139221e+00  1.9000109617e-03  1.0014411845e-04  -9.2261202964e-04  9.2105316900e-04  3.3321113798e-02  7.0770562010e-03  3.3669940947e-03  1.7171544754e-03  5.8376770607e-04  4.3253381156e-04  2.1073435926e-04  3.3430462802e-04  -3.6902402854e-04  2.5757820117e-04  
2.2978542982e+00  1.5383795390e-03  8.5659721172e-05  -2.4116258382e-03  9.2190250291e-04  4.1399658452e-02  1.0901862419e-02  2.9674907685e-03  1.6076983396e-03  2.9665046243e-04  4.1224009073e-04  4.7493204549e-04  4.1663334328e-04  9.2328179715e-05  2.7783119815e-04  
2.3984640561e+00  1.2289592167e-03  7.3002544247e-05  -3.7716543484e-03  1.2329405507e-03  3.5350493336e-02  8.7864180523e-03  6.4018615505e-03  2.1022497457e-03  -1.8124050669e-04  4.9599423707e-04  -6.2674233192e-04  3.6054520770e-04  6.5333889134e-04  3.1358127391e-04  
2.4986870896e+00  9.7276350608e-04  5.8275370741e-05  -3.8219761017e-03  1.2993250631e-03  4.1332719973e-02  9.7565016919e-03  3.4235400227e-03  1.9035128862e-03  5.7352164594e-04  5.7165167449e-04  -5.9289890807e-04  3.5972262565e-04  -2.9829501389e-04  3.4145887072e-04  
2.5980525569e+00  7.5896968461e-04  4.9900907347e-05  -6.5200518523e-03  2.1293603696e-03  3.3232180399e-02  8.0448050387e-03  6.6229678600e-03  2.6242344489e-03  8.0434735422e-04  5.9515686432e-04  -4.8352486555e-04  4.2306312275e-04  3.4628986382e-06  3.2523363377e-04  
2.6990194367e+00  5.9168260988e-04  3.8684524786e-05  -5.2489840495e-03  1.5119499121e-03  3.4604714044e-02  9.1608871053e-03  5.8062042645e-03  2.0429848344e-03  2.2243801975e-03  1.0135887892e-03  1.3310061788e-04  3.5439454014e-04  1.4666721923e-04  3.3466250849e-04  
2.7995085191e+00  4.3701812256e-04  3.1560708971e-05  -5.5334415294e-03  2.1752810823e-03  2.7887289695e-02  8.9881447758e-03  1.0743122206e-02  5.8890698328e-03  -5.1572612675e-04  1.0647759345e-03  5.6582929831e-04  4.1891206135e-04  -1.6346036658e-04  4.1355405006e-04  
2.8989233283e+00  3.5433810374e-04  2.5964802545e-05  -6.0253412740e-03  1.9447914713e-03  4.3959861096e-02  1.1115272547e-02  1.2028545888e-03  2.3398220111e-03  6.2222707930e-04  1.5516053776e-03  1.7594572366e-03  9.6658164328e-04  8.1140569684e-04  4.9649603480e-04  
2.9983133927e+00  2.6089371898e-04  2.0366037204e-05  -3.5801244548e-03  1.7720974451e-03  4.3215306509e-02  1.3656683606e-02  3.7100685428e-03  2.4757379555e-03  2.2020365348e-03  1.1655215740e-03  5.3578603969e-04  9.3278664631e-04  4.4102993792e-04  4.5104138257e-04  
3.0962168766e+00  1.9756948657e-04  1.5871895146e-05  -5.4547806119e-03  2.2204294672e-03  6.1663179022e-02  1.6257915011e-02  -1.0785928449e-03  2.4216138093e-03  -1.1751662883e-03  1.1960077877e-03  1.6539501353e-03  8.9376202657e-04  6.4054141657e-04  5.1736870402e-04  
3.1977988444e+00  1.5151118514e-04  1.3947082897e-05  -9.1171648306e-03  2.9157579423e-03  6.0057026789e-02  2.4817423687e-02  8.1512331587e-03  5.0483053020e-03  4.2669208696e-03  2.0923063092e-03  1.8106391209e-03  1.7154275071e-03  6.8477799819e-04  7.4755224522e-04  
3.2961935008e+00  1.0305613071e-04  9.9548651836e-06  -1.7772124962e-03  3.6133169210e-03  4.5312131883e-02  1.5562518641e-02  -5.6767043283e-04  4.3241413168e-03  -3.0386047248e-03  1.9562667922e-03  2.5788060476e-04  1.1848886048e-03  9.1745710948e-04  7.1920772422e-04  
3.3974806775e+00  8.3253423358e-05  8.6240074253e-06  -3.6521097971e-03  3.0920272047e-03  7.5837591684e-02  2.4939290713e-02  5.1063150222e-03  5.4023562021e-03  3.6054027988e-04  2.5486712919e-03  -1.2371446126e-03  1.0222925704e-03  -5.3874736371e-04  8.7180928762e-04  
3.4964423055e+00  5.3415282534e-05  6.1397732117e-06  -8.2588838071e-03  4.7960103799e-03  1.8118525882e-02  1.8556264891e-02  6.5581682584e-03  8.7607790566e-03  1.5055915659e-03  2.3705786150e-03  8.7830816789e-04  9.6311667284e-04  -1.9064478300e-03  1.0549111848e-03  
3.5928125263e+00  3.8798548490e-05  5.3663721554e-06  -8.4128514587e-03  6.1690467277e-03  2.9560900389e-02  2.8368718670e-02  1.6825579157e-02  1.5002923958e-02  3.2746971698e-03  2.1176181662e-03  4.4730871036e-04  1.4483137057e-03  9.3626763305e-04  1.0667183138e-03  
3.6849297297e+00  2.2036105852e-05  3.1567474970e-06  -8.5755812637e-03  7.8896148370e-03  1.0129705980e-02  5.0239810921e-02  1.5994129778e-02  1.3342326095e-02  9.9973168114e-03  4.9013474149e-03  8.9558519021e-04  2.2337810801e-03  -3.5058219436e-04  1.5770552444e-03  
3.8010225023e+00  1.1037585044e-05  2.6010173880e-06  -1.4720453400e-02  9.4744276076e-03  1.0327177529e-01  7.4054747166e-02  2.4285934195e-02  1.0266824174e-02  1.0669982985e-02  9.5829064252e-03  -1.0780579715e-03  2.0163255109e-03  -1.3598640985e-03  1.8575581297e-03  
3.8970801700e+00  3.4727495992e-06  1.1944407008e-06  -1.1158029143e-02  2.0880275178e-02  2.1678344638e-01  1.8233175566e-01  -9.0615287926e-03  1.1005618218e-02  8.9539366675e-03  1.6866537700e-02  2.6376283729e-03  5.0484997674e-03  1.3215436296e-03  2.5725527711e-03  
