#pT	dN/(2pi dy pT dpT)	err(dN/(2pi dy pT dpT))	v1{SP}	v1{SP}_err	v2{SP}	v2{SP}_err	v3{SP}	v3{SP}_err	v4{SP}	v4{SP}_err	v5{SP}	v5{SP}_err	v6{SP}	v6{SP}_err
1.6988795677e+00  1.1631422136e-02  4.8760343343e-04  1.5640200296e-04  5.5332240389e-04  2.9409177110e-02  5.3437285348e-03  4.4440664417e-03  1.3163418328e-03  4.8063540368e-04  2.6259949255e-04  1.5467045952e-04  1.1952799488e-04  2.9055673907e-04  1.6793884225e-04  
1.7983997788e+00  9.4742130052e-03  4.1748169330e-04  -1.1141377579e-03  6.4565265337e-04  3.4711609493e-02  6.1561019603e-03  3.2322974298e-03  1.3470333673e-03  2.4891171622e-04  2.6461809685e-04  1.0460710639e-04  1.6186991449e-04  1.2762695863e-04  1.5526580982e-04  
1.8985161783e+00  7.4080252734e-03  3.4194128091e-04  -1.7182838657e-03  8.5474718909e-04  3.7574712095e-02  6.8452554193e-03  4.4017800176e-03  1.3584097320e-03  5.4962016215e-04  3.1285893455e-04  -7.5510863289e-05  1.2605077681e-04  2.3498653949e-04  1.8430894448e-04  
1.9983881082e+00  5.7223714039e-03  2.6691928589e-04  -1.9812279031e-03  9.5307234473e-04  3.4902065327e-02  6.4803949718e-03  3.6907918787e-03  1.2717374794e-03  5.4608786783e-04  3.3799795772e-04  1.9423850176e-04  1.8155297525e-04  1.5937239131e-04  1.9520189041e-04  
2.0979817206e+00  4.5742362931e-03  2.2886569889e-04  -3.6170312320e-03  1.5761834890e-03  3.3478012026e-02  6.6077822499e-03  2.5939610425e-03  1.0131958212e-03  -5.0079494096e-06  3.3617632157e-04  -7.8314091853e-05  1.8987379999e-04  -2.3133063353e-04  1.9704939072e-04  
2.1985864799e+00  3.4760582431e-03  1.8412160494e-04  -3.8390971090e-03  1.5842541904e-03  3.6167504361e-02  7.5100539994e-03  5.5574522562e-03  1.8014019215e-03  7.8504618706e-04  4.9940783054e-04  4.0468254662e-04  2.7063164325e-04  4.5844414434e-04  2.8629493086e-04  
2.2989091466e+00  2.7574515357e-03  1.5599143572e-04  -4.0466509250e-03  1.6890238023e-03  3.9295347805e-02  8.7654749115e-03  5.8932240764e-03  2.9384639878e-03  7.5249413000e-04  3.9309308226e-04  3.2147105648e-04  2.3973142322e-04  -9.5164770039e-05  2.3353055725e-04  
2.3981943388e+00  2.1478167274e-03  1.2567147732e-04  -4.8978199530e-03  1.9801169689e-03  3.9914914546e-02  8.7743516961e-03  4.4428332080e-03  1.9080828415e-03  1.0549598296e-03  5.0789921966e-04  2.8812395744e-04  2.5054058190e-04  8.8324779048e-05  2.2992380297e-04  
2.4994413091e+00  1.5659148955e-03  9.7286063891e-05  -4.7217990327e-03  2.1651019751e-03  5.4238596251e-02  1.4492446788e-02  4.0900513262e-03  2.4890274761e-03  1.3232741127e-03  9.2107973802e-04  5.5632631975e-05  3.0292471695e-04  2.0892505996e-04  3.4003372421e-04  
2.5996452429e+00  1.2790981764e-03  8.3483864193e-05  -5.3923840713e-03  2.3666261705e-03  5.2573417810e-02  1.2212715841e-02  6.6275753263e-03  2.1535891792e-03  1.3166487586e-03  6.5692871849e-04  5.1379930209e-04  3.6003261764e-04  2.2056590193e-04  3.0451634813e-04  
2.6977861841e+00  9.5063652787e-04  6.3826259675e-05  -7.6590686402e-03  3.2831830402e-03  4.2089756734e-02  1.0966495734e-02  4.5670682043e-03  2.2762878635e-03  7.1817152228e-04  7.6881188292e-04  -2.8095475592e-04  3.6354196228e-04  1.2758034531e-04  3.6167806308e-04  
2.7984087214e+00  7.1430248264e-04  5.0428342509e-05  -6.7146903358e-03  2.9234149413e-03  5.2508456084e-02  1.0253342045e-02  4.7976188227e-03  2.4485707341e-03  1.6737270297e-03  7.8245195103e-04  -4.0299047729e-04  6.0533968279e-04  4.3371180065e-04  4.1883363951e-04  
2.8986426195e+00  5.7754767005e-04  4.5556665950e-05  -6.5092431624e-03  2.9518930635e-03  4.8643517078e-02  1.0368060217e-02  3.9750912376e-03  2.6901552065e-03  6.9987557791e-05  1.0483082661e-03  -7.8428057199e-04  4.6011981397e-04  2.7942428043e-05  4.2095637919e-04  
2.9982605527e+00  4.2836073137e-04  3.1445966309e-05  -1.1957231115e-02  4.9713972920e-03  4.8711324688e-02  1.3953899399e-02  3.7803350950e-03  2.3843935592e-03  -9.5475277191e-05  8.5713222535e-04  2.7723091049e-04  4.3997866657e-04  -9.8115917697e-05  5.3452696019e-04  
3.0972159988e+00  3.1111525724e-04  2.6600221578e-05  -8.7589562920e-03  4.1297397586e-03  6.7823953724e-02  1.6863937013e-02  1.0680815546e-02  4.8453861720e-03  -6.3296123379e-05  1.4211747670e-03  -2.6048227352e-04  6.7319110481e-04  5.4348839269e-04  6.1003511236e-04  
3.1977831269e+00  2.4588947269e-04  2.1773785359e-05  -5.9991563588e-03  3.3859061542e-03  6.0896713522e-02  1.4731232829e-02  6.3482540394e-03  3.5911417160e-03  8.6830371349e-04  1.4387882595e-03  1.4042918909e-03  7.5603285075e-04  4.4739474303e-04  5.8747798609e-04  
3.2970474709e+00  1.7075795314e-04  1.6012173433e-05  -1.1586497766e-02  5.2520815250e-03  6.9757294536e-02  1.7689359270e-02  3.2926964932e-03  3.2876232834e-03  -2.7857233867e-04  1.6577236998e-03  -9.8003781029e-04  8.1528908571e-04  6.8842021124e-04  7.1903118420e-04  
3.3985986128e+00  1.3260416575e-04  1.1761807422e-05  -1.0581313653e-02  4.9965686887e-03  4.0641209277e-02  1.4455264864e-02  1.0963820670e-02  5.7871506929e-03  -1.9056555328e-03  1.9423866771e-03  -1.5999598308e-03  1.9966978796e-03  -1.2582656944e-03  9.3045629729e-04  
3.5011329944e+00  9.6250622928e-05  9.7296394749e-06  -3.0706447073e-03  2.8245156213e-03  6.0548086558e-02  1.7987377477e-02  9.0057362624e-03  4.9456695277e-03  2.3626339534e-03  1.2897627704e-03  1.9368681770e-03  1.2950194344e-03  1.2690015816e-03  1.0142380981e-03  
3.5991435509e+00  7.8964690227e-05  9.2336263757e-06  -8.8306969590e-03  5.1594810324e-03  7.9006550136e-02  2.3570376960e-02  -4.9352727301e-03  5.5910250403e-03  1.5060410152e-03  1.6213342763e-03  1.9913930245e-04  6.7085548929e-04  -4.9496002834e-04  8.9886591296e-04  
3.6881504736e+00  4.1098143194e-05  5.5488835259e-06  -1.2565485402e-02  8.0010233222e-03  7.2267488612e-02  3.4508944901e-02  1.7378298242e-02  7.2941019912e-03  1.2638457296e-03  2.4155712785e-03  -8.8879550621e-04  1.6907862002e-03  9.7795472851e-04  1.3408954529e-03  
3.7978256280e+00  2.1024699661e-05  3.6179690745e-06  -4.8328064520e-03  9.3534663503e-03  6.1720374161e-02  5.1085057062e-02  2.1143935912e-02  1.3016484643e-02  5.3049800331e-03  4.6179728008e-03  -2.2929862846e-04  2.1216636201e-03  1.6515029619e-03  2.9391682860e-03  
3.8954974115e+00  1.5981138725e-05  2.9561281244e-06  -4.0525296305e-04  7.3747338191e-03  1.0412834868e-01  3.4700785180e-02  1.3123339801e-02  8.8960095490e-03  9.2150865607e-03  5.7841148023e-03  5.4419774838e-03  4.0228002728e-03  -1.3278330503e-03  2.0391710566e-03  
3.9960830033e+00  1.0160137007e-05  2.1544758320e-06  -8.1147359201e-04  8.1756568938e-03  8.5910156327e-02  4.4530358111e-02  2.0505099973e-02  1.6553409086e-02  3.5027358532e-03  3.5344338309e-03  -2.2872971478e-03  2.2147010075e-03  3.5557618519e-03  2.8436148678e-03  
