#pT	dN/(2pi dy pT dpT)	err(dN/(2pi dy pT dpT))	v1{SP}	v1{SP}_err	v2{SP}	v2{SP}_err	v3{SP}	v3{SP}_err	v4{SP}	v4{SP}_err	v5{SP}	v5{SP}_err	v6{SP}	v6{SP}_err
1.0832531495e-01  9.8611264846e-02  2.5173714776e-03  -7.0276454621e-04  7.6248377518e-04  2.4932882855e-03  2.8316931362e-03  -4.9211411020e-05  1.0022945465e-03  -7.9718542347e-05  3.9068990253e-04  2.9877193019e-05  2.0297347154e-04  -2.6576947582e-04  2.2544273157e-04  
2.0393900274e-01  1.0106312202e-01  2.5157366343e-03  -4.2588503035e-05  4.7339911951e-04  -1.9849078423e-03  2.1753355915e-03  -2.0942282533e-04  7.0490814036e-04  -1.5534334249e-04  2.2515910266e-04  1.0373590311e-04  1.6486163086e-04  -1.4745651767e-04  1.5778297690e-04  
3.0236833974e-01  9.9036062589e-02  2.4261922224e-03  4.7496903574e-04  5.0526220211e-04  9.8757887817e-04  1.7912921554e-03  4.3083119992e-04  5.4714385311e-04  3.3647618743e-06  2.6859556186e-04  1.4129540167e-04  1.3389466051e-04  8.2237548432e-06  1.4411759444e-04  
4.0160174628e-01  9.4585228535e-02  2.3357990780e-03  7.4663474210e-04  4.2386786710e-04  4.6013121931e-04  1.6530784785e-03  -1.3692421672e-04  5.7267890890e-04  -1.2709829501e-04  1.6519328644e-04  3.5374496088e-05  1.0346182727e-04  6.6770994115e-05  1.1194088203e-04  
5.0098444646e-01  8.8395109685e-02  2.1958135970e-03  1.1769819373e-03  5.5238801575e-04  4.9819376695e-03  1.5104782580e-03  8.8916324458e-04  4.5167860239e-04  -5.0447853557e-06  1.8818114758e-04  8.4802142352e-05  1.0601212189e-04  2.9406909495e-06  1.1258600641e-04  
6.0056303477e-01  8.1614259271e-02  2.0823561198e-03  1.8990538922e-03  7.3772502489e-04  5.5860401104e-03  1.5268627658e-03  1.3912098384e-03  5.4377316961e-04  -3.2004928558e-05  1.7189191860e-04  2.5267538851e-05  9.1899141260e-05  1.0186153467e-05  9.6318176512e-05  
7.0030270442e-01  7.3264706950e-02  1.9108818772e-03  2.1036337927e-03  8.1481138327e-04  7.8489119232e-03  1.5805282453e-03  2.3625876509e-04  3.0706436600e-04  -4.2790015318e-06  1.7859959737e-04  6.3259338808e-05  9.1030249833e-05  2.5348867377e-04  1.4049617138e-04  
8.0023393627e-01  6.5067790081e-02  1.7776297070e-03  2.6425925050e-03  9.9400644659e-04  1.0957327745e-02  2.1490611369e-03  8.0438499711e-04  4.1632038155e-04  2.8331829706e-04  1.7982467576e-04  -6.2359478844e-05  9.0270657234e-05  6.3306052805e-05  9.3080918032e-05  
8.9973105868e-01  5.6634929517e-02  1.6210087561e-03  2.2988266859e-03  8.8730704453e-04  1.0939969698e-02  1.8995547540e-03  6.2617608868e-04  5.2767097373e-04  5.5036514062e-05  2.4416868113e-04  -4.1811195499e-05  9.9975482800e-05  -7.5750701311e-06  9.8959412284e-05  
9.9964430400e-01  4.8811544785e-02  1.4333680397e-03  2.3344212437e-03  8.9075207024e-04  1.5525314262e-02  2.7479819582e-03  1.1314306936e-03  4.8173675550e-04  -8.9306158294e-06  1.6209049903e-04  -3.0203510423e-05  9.0399484275e-05  -1.1173990858e-04  9.0313240945e-05  
1.0993971158e+00  4.1192238302e-02  1.2611862081e-03  1.6832805565e-03  6.9254844907e-04  1.6754597545e-02  2.9391622087e-03  1.1092966031e-03  5.1859108286e-04  5.0743349747e-06  1.4336342052e-04  -8.3101530569e-06  1.0774388568e-04  -1.6596458908e-04  1.1331082344e-04  
1.1990325966e+00  3.4438822638e-02  1.1135625002e-03  1.4647558040e-03  6.3155805026e-04  2.2072500708e-02  3.5874497159e-03  1.0971626291e-03  5.2992155652e-04  2.6283610895e-04  1.6698488255e-04  -2.0544158336e-05  1.0379518086e-04  2.8934212832e-04  1.2841769163e-04  
1.2991786807e+00  2.8146542831e-02  9.6581352948e-04  1.7408944829e-03  7.2573796635e-04  1.9052079946e-02  3.1795568321e-03  2.6050710783e-03  9.3236004078e-04  8.9847169941e-05  2.1181125355e-04  -9.2449921371e-05  1.1721116941e-04  -5.8974113053e-05  1.1499505551e-04  
1.3986685536e+00  2.2890782515e-02  8.1713804981e-04  7.2934369358e-04  4.8343801274e-04  2.1109451470e-02  3.7879311487e-03  2.5933240077e-03  8.5635844628e-04  -9.9523961149e-05  1.8973575217e-04  5.8166024549e-05  1.1374572702e-04  1.9309717116e-04  1.3260312229e-04  
1.4989966841e+00  1.8366576549e-02  6.8785251121e-04  1.4255021382e-03  6.8159827699e-04  2.4868591347e-02  4.3321974261e-03  2.5488759377e-03  9.3100592876e-04  4.3710888296e-04  1.9727776870e-04  2.8379428115e-04  1.8737649090e-04  -2.4253882323e-04  1.6635195175e-04  
1.5985635107e+00  1.4660771869e-02  5.6795714402e-04  2.4291184072e-04  4.6780259812e-04  2.4985578153e-02  4.4050860554e-03  3.2982236309e-03  1.1170503180e-03  1.5492044334e-04  2.2380348173e-04  3.9106266925e-04  1.9496044837e-04  9.5853417927e-05  1.3229208046e-04  
