#pT	dN/(2pi dy pT dpT)	err(dN/(2pi dy pT dpT))	v1{SP}	v1{SP}_err	v2{SP}	v2{SP}_err	v3{SP}	v3{SP}_err	v4{SP}	v4{SP}_err	v5{SP}	v5{SP}_err	v6{SP}	v6{SP}_err
0.1056884223	11.011188491	0.3108029481	0.0003382599	0.0001853966	0.00054917	0.0004269519	-7.2555254479E-05	0.0001443158	2.5208823701E-05	4.0401106013E-05	6.3167167289E-05	4.4170657114E-05	0.000015716	2.5255713061E-05
0.2005664419	7.8990839451	0.2214534082	0.000948189	0.0004712446	0.0039887796	0.0010814869	0.0001285844	0.000112529	-1.0382054584E-05	3.3780191409E-05	6.8669742267E-05	4.6820615068E-05	2.1369423851E-05	2.1722188333E-05
0.2990192654	5.0934020055	0.1448077415	0.0013038317	0.000642222	0.008845303	0.0022639438	0.0002291653	0.0001321733	2.2982080118E-05	2.8861627044E-05	-1.2090245772E-05	2.8360722212E-05	5.1928460678E-05	2.5313944652E-05
0.3984855108	3.2879220682	0.0957899858	0.0017657815	0.000871441	0.0130638713	0.0033541435	0.000912287	0.0003831511	1.0162174007E-05	3.4143601628E-05	-0.000037409	3.7348467246E-05	7.0120651434E-06	2.2050226311E-05
0.4981657167	2.1527985808	0.0645853185	0.0017684997	0.000872225	0.0180105378	0.0046503338	0.001374698	0.0005400598	0.000112641	3.8784210519E-05	-4.2071182074E-05	4.325235174E-05	-2.32426267E-05	2.8027154769E-05
0.5979838489	1.4323569721	0.0443291349	0.0013690336	0.0006824837	0.0217824206	0.0056643279	0.001381311	0.0005655431	0.0001497008	7.099645745E-05	5.4851289051E-05	4.7382429459E-05	2.9737165158E-08	3.2177169397E-05
0.6979883582	0.9627318663	0.0309090639	0.0011089582	0.0005548312	0.0260204496	0.0067669778	0.0022335729	0.0008745493	0.0002220633	8.6299526183E-05	6.264976651E-05	6.5073534551E-05	5.5474961617E-06	2.8029755435E-05
0.797875053	0.6524141325	0.0217470193	0.0011181145	0.0005710798	0.0298628939	0.0077979059	0.0027689458	0.0011065746	0.0002993738	0.0001188422	3.6288268812E-05	5.79880824E-05	6.3211242907E-07	3.7267347817E-05
0.8977707373	0.4471360319	0.0155511932	0.0006098773	0.0003494461	0.031022278	0.0081349076	0.002771419	0.001103062	0.0002633118	0.0001084786	1.0776485333E-05	5.3626171766E-05	0.0001032514	4.9380817093E-05
0.9977772225	0.309388519	0.0112220355	-0.000018361	0.0002470193	0.0346312085	0.0091301957	0.0030848185	0.0012671541	0.000384251	0.0001216168	4.1565746024E-05	5.6823574942E-05	6.0950064392E-05	4.4980249765E-05
