#pT	dN/(2pi dy pT dpT)	err(dN/(2pi dy pT dpT))	v1{SP}	v1{SP}_err	v2{SP}	v2{SP}_err	v3{SP}	v3{SP}_err	v4{SP}	v4{SP}_err	v5{SP}	v5{SP}_err	v6{SP}	v6{SP}_err
2.7977774898e+00  1.4850395283e-04  1.3182871829e-05  -2.3217597125e-03  2.8385062979e-03  7.9784475311e-02  4.0720736937e-02  3.7534767561e-03  4.6335563541e-03  1.0159432301e-03  1.3777670929e-03  -7.6627223359e-04  1.0035835297e-03  7.6386884018e-04  1.0535400606e-03  
2.9004260636e+00  1.1151901167e-04  1.0452985068e-05  -4.3482847994e-03  3.6679189934e-03  8.2519337132e-02  4.4873071381e-02  -4.5858539350e-03  4.7931391065e-03  2.3776813929e-04  2.1909624085e-03  9.0575593816e-04  1.2492298105e-03  -4.9115606783e-04  1.2636978625e-03  
2.9992857404e+00  8.5281881105e-05  8.2987726976e-06  -7.0345679482e-03  4.4238662225e-03  7.7377762980e-02  4.3006410834e-02  7.5398022417e-03  6.6467281109e-03  1.9496351290e-03  1.7851274017e-03  1.1368645916e-03  2.2549375975e-03  5.0466290530e-04  1.2139895798e-03  
3.0994168190e+00  6.7244000917e-05  7.1438112257e-06  -9.5050981906e-05  3.3773206315e-03  5.5462880816e-02  3.4835203276e-02  6.4673559619e-03  5.6580103646e-03  1.3115642896e-03  1.9114094449e-03  1.4252813483e-03  1.6619541481e-03  1.6145912758e-03  1.5217916364e-03  
3.2005663406e+00  5.5393304257e-05  6.0367563734e-06  -4.2299485438e-03  3.4828304504e-03  8.3985977317e-02  4.7604735467e-02  1.7339519150e-02  9.8983972352e-03  4.4207120851e-03  2.4849153017e-03  1.0272841315e-03  1.7903396868e-03  -9.4876285033e-05  1.1705664581e-03  
3.2964025675e+00  3.6539497675e-05  4.9186085636e-06  -2.6587299050e-03  4.4902955658e-03  -1.2493363734e-02  3.0987526436e-02  4.1221209603e-03  6.9721729760e-03  -7.1768933097e-04  2.2892871911e-03  1.9015880169e-03  2.8990700480e-03  -6.5667219178e-04  1.4482143966e-03  
3.3941185509e+00  3.5886269289e-05  4.6878995795e-06  -1.0737869208e-02  5.2211543931e-03  7.0665676884e-02  4.6558960770e-02  1.2080896813e-02  9.2992563692e-03  7.1574051753e-03  3.5562175095e-03  -9.5636066663e-04  1.7303787853e-03  -6.8012679488e-04  1.7902303545e-03  
3.4946386595e+00  2.4010556311e-05  3.9008881202e-06  -1.2919546026e-02  8.7171445848e-03  1.3400558604e-01  9.1808290315e-02  1.2194858401e-02  9.5540890386e-03  -2.2836272910e-03  3.7969241760e-03  -3.1504088669e-03  5.5416425250e-03  -2.4929800102e-03  2.3381314486e-03  
3.5966516044e+00  1.6932728790e-05  3.3981513887e-06  -6.5468567712e-03  6.9759661252e-03  7.9045102555e-02  5.6194249377e-02  1.0927211937e-02  1.1570948015e-02  -3.9191584390e-05  3.6239015211e-03  4.7246032668e-04  2.4560997241e-03  2.5300600874e-03  2.7097381801e-03  
3.6798794115e+00  7.3554495061e-06  1.6981265473e-06  -3.8281841824e-02  2.1239582718e-02  -9.8804703389e-04  7.5090361257e-02  1.5028326450e-02  2.0475530522e-02  1.1247925140e-04  8.1280237735e-03  -5.3043946401e-03  6.7835537768e-03  -2.0938355931e-03  3.6863770427e-03  
3.7860121616e+00  2.1447765624e-06  8.7112255629e-07  1.6037798287e-02  1.5823814834e-02  -4.2099838100e-02  1.3827882949e-01  5.2854607800e-02  3.8555182231e-02  -8.2439973018e-04  2.0056230385e-02  -8.4762363081e-03  1.2852070223e-02  -4.9232950349e-03  5.7212307517e-03  
3.9052251233e+00  1.0396519911e-06  5.9871016578e-07  1.8209207666e-03  2.9485609747e-02  1.6933038453e-02  1.3018865425e-01  3.7728375457e-02  2.9480146352e-02  1.4988461840e-02  1.7718090493e-02  -6.5637287050e-03  5.9768937237e-03  -7.1371903117e-03  7.7877499314e-03  
3.9862801533e+00  2.0370244553e-06  8.2735795506e-07  -2.4934135286e-02  1.9270199900e-02  1.5960672596e-01  2.2196244337e-01  4.7637157013e-02  3.7294672166e-02  2.0249869913e-02  2.2279732789e-02  6.3216297497e-03  1.7160764101e-02  3.5231026516e-03  4.7573958603e-03  
