#vn  dP(vn)/dvn  dP(vn)/dvn_err
2.6556210986e+03  2.5798518754e-05  2.6751817743e-06  9.2171813906e-03  2.3869849993e+01  9.9804856683e-01  2.1862174902e-02  1.5500311549e+01  8.0691398836e-01  1.0593045323e-02  2.3370815027e+01  9.7718286667e-01  7.5588958149e-03  2.1074083111e+01  8.8038245198e-01  7.5859369788e-03  2.0291694822e+01  8.4843838322e-01  
9.3527650941e+03  2.3301887907e-05  2.5424444088e-06  5.5597325206e-02  2.0865253490e-01  9.3312250344e-02  5.6022620531e-02  7.9811902286e+00  5.7901639585e-01  5.3015712776e-02  2.4514840937e-01  1.0008141903e-01  7.1690090308e-02  2.2067102734e-01  9.0088569668e-02  7.1071683253e-02  2.1284994568e-01  8.6895626451e-02  
1.5488940238e+04  1.6921609075e-05  2.1665900294e-06  9.4379288132e-02  1.6692202792e-01  8.3461013961e-02  9.0398885650e-02  7.5611275850e-01  1.7821748629e-01  9.8701412882e-02  1.2257420468e-01  7.0768250070e-02  1.2035581080e-01  3.6778504557e-02  3.6778504557e-02  1.2587768397e-01  7.0949981895e-02  5.0169213323e-02  
2.1942263523e+04  1.9695643350e-05  2.3374428274e-06  1.4263859663e-01  0.0000000000e+00  0.0000000000e+00  1.3207765146e-01  8.4012528722e-02  5.9405828764e-02  1.3490901329e-01  4.0858068228e-02  4.0858068228e-02  1.6184401797e-01  0.0000000000e+00  0.0000000000e+00  1.7237029179e-01  7.0949981895e-02  5.0169213323e-02  
2.7524228328e+04  2.3579291334e-05  2.5575332321e-06  1.8339248138e-01  0.0000000000e+00  0.0000000000e+00  1.8000113584e-01  1.6802505744e-01  8.4012528722e-02  2.0082307299e-01  4.0858068228e-02  4.0858068228e-02  1.8980834751e-01  3.6778504557e-02  3.6778504557e-02  2.0695970538e-01  3.5474990947e-02  3.5474990947e-02  
3.3491419882e+04  1.3037961091e-05  1.9017820836e-06  2.2881110761e-01  4.1730506980e-02  4.1730506980e-02  2.2267491858e-01  0.0000000000e+00  0.0000000000e+00  2.2893254386e-01  0.0000000000e+00  0.0000000000e+00  2.5432631395e-01  0.0000000000e+00  0.0000000000e+00  2.4407218067e-01  3.5474990947e-02  3.5474990947e-02  
3.9298027998e+04  9.4317165336e-06  1.6175260410e-06  2.5278021375e-01  4.1730506980e-02  4.1730506980e-02  2.4360747358e-01  4.2006264361e-02  4.2006264361e-02  2.7055664274e-01  0.0000000000e+00  0.0000000000e+00  3.0056746194e-01  0.0000000000e+00  0.0000000000e+00  3.1161168681e-01  0.0000000000e+00  0.0000000000e+00  
4.5909051870e+04  7.4898925414e-06  1.4414304917e-06  3.0565413564e-01  0.0000000000e+00  0.0000000000e+00  3.0364761625e-01  0.0000000000e+00  0.0000000000e+00  3.1218074162e-01  0.0000000000e+00  0.0000000000e+00  3.4680860993e-01  0.0000000000e+00  0.0000000000e+00  3.5955194632e-01  0.0000000000e+00  0.0000000000e+00  
5.1174404877e+04  7.2124891140e-06  1.4144854898e-06  3.3075486023e-01  4.1730506980e-02  4.1730506980e-02  3.4413396508e-01  0.0000000000e+00  0.0000000000e+00  3.5380484051e-01  0.0000000000e+00  0.0000000000e+00  3.9304975792e-01  0.0000000000e+00  0.0000000000e+00  4.0074547481e-01  3.5474990947e-02  3.5474990947e-02  
5.7760227572e+04  4.9932616943e-06  1.1769230681e-06  3.8716190514e-01  0.0000000000e+00  0.0000000000e+00  3.8462031392e-01  0.0000000000e+00  0.0000000000e+00  3.9542893939e-01  0.0000000000e+00  0.0000000000e+00  4.3929090591e-01  0.0000000000e+00  0.0000000000e+00  4.5543246534e-01  0.0000000000e+00  0.0000000000e+00  
6.2606311343e+04  3.0514377021e-06  9.2004308444e-07  4.2791578989e-01  0.0000000000e+00  0.0000000000e+00  4.1297516685e-01  4.2006264361e-02  4.2006264361e-02  4.3705303827e-01  0.0000000000e+00  0.0000000000e+00  4.8553205390e-01  0.0000000000e+00  0.0000000000e+00  5.0337272485e-01  0.0000000000e+00  0.0000000000e+00  
7.0491373886e+04  3.6062445570e-06  1.0001922817e-06  4.6866967464e-01  0.0000000000e+00  0.0000000000e+00  4.6559301158e-01  0.0000000000e+00  0.0000000000e+00  4.9264044975e-01  8.1716136456e-02  5.7782034221e-02  5.1834826624e-01  7.3557009115e-02  5.2012659949e-02  5.5131298436e-01  0.0000000000e+00  0.0000000000e+00  
7.5365292665e+04  1.6644205648e-06  6.7949685018e-07  5.0942355940e-01  0.0000000000e+00  0.0000000000e+00  5.0607936042e-01  0.0000000000e+00  0.0000000000e+00  5.0118593242e-01  4.0858068228e-02  4.0858068228e-02  5.7358847013e-01  3.6778504557e-02  3.6778504557e-02  5.9925324387e-01  0.0000000000e+00  0.0000000000e+00  
8.2200809644e+04  1.9418239922e-06  7.3394048190e-07  5.5017744415e-01  0.0000000000e+00  0.0000000000e+00  5.4656570925e-01  0.0000000000e+00  0.0000000000e+00  5.6192533492e-01  0.0000000000e+00  0.0000000000e+00  6.2425549787e-01  0.0000000000e+00  0.0000000000e+00  6.4719350337e-01  0.0000000000e+00  0.0000000000e+00  
8.9679209369e+04  8.3221028238e-07  4.8047683055e-07  6.0456077180e-01  4.1730506980e-02  4.1730506980e-02  5.9034155317e-01  4.2006264361e-02  4.2006264361e-02  6.0354943381e-01  0.0000000000e+00  0.0000000000e+00  6.7049664586e-01  0.0000000000e+00  0.0000000000e+00  6.7375055624e-01  3.5474990947e-02  3.5474990947e-02  
9.3846212907e+04  2.7740342746e-07  2.7740342746e-07  6.3168521365e-01  0.0000000000e+00  0.0000000000e+00  6.2753840692e-01  0.0000000000e+00  0.0000000000e+00  6.4517353269e-01  0.0000000000e+00  0.0000000000e+00  7.2566321386e-01  3.6778504557e-02  3.6778504557e-02  7.4307402239e-01  0.0000000000e+00  0.0000000000e+00  
1.0115673316e+05  0.0000000000e+00  0.0000000000e+00  6.7243909840e-01  0.0000000000e+00  0.0000000000e+00  6.6802475575e-01  0.0000000000e+00  0.0000000000e+00  6.8679763157e-01  0.0000000000e+00  0.0000000000e+00  7.6297894185e-01  0.0000000000e+00  0.0000000000e+00  8.0390011511e-01  3.5474990947e-02  3.5474990947e-02  
