#pT	dN/(2pi dy pT dpT)	err(dN/(2pi dy pT dpT))	v1{SP}	v1{SP}_err	v2{SP}	v2{SP}_err	v3{SP}	v3{SP}_err	v4{SP}	v4{SP}_err	v5{SP}	v5{SP}_err	v6{SP}	v6{SP}_err
1.0798092117e-01  6.7896210473e-01  1.7264944806e-02  2.0625157904e-04  2.8050432464e-04  2.2728638786e-03  1.1587339692e-03  2.6817332054e-04  3.8451937373e-04  3.2729231794e-04  2.3002857275e-04  6.4517002827e-06  1.0087129258e-04  -4.3943212144e-05  8.1788569556e-05  
2.0328316948e-01  6.7027615961e-01  1.7161703591e-02  8.7597870778e-04  3.8055113784e-04  1.3180834253e-03  9.4367036010e-04  -4.0348494597e-04  2.4409167214e-04  2.0604511234e-04  1.8006545532e-04  1.9783319942e-06  7.3066599766e-05  2.9763344816e-05  5.8801399390e-05  
3.0146218091e-01  6.0188375412e-01  1.5589574829e-02  1.3729708684e-03  5.5662913502e-04  5.0257698969e-03  1.4877010938e-03  3.8962032800e-04  2.5039937306e-04  2.0963588050e-05  1.3426084320e-04  -6.7989728121e-05  7.5663163031e-05  1.4685118769e-05  4.9314820720e-05  
4.0052292557e-01  5.1122024616e-01  1.3644737955e-02  1.9067097308e-03  7.4092039142e-04  8.1117851541e-03  2.0390298160e-03  3.9718058799e-04  2.3307898323e-04  1.0056840823e-04  8.8193383078e-05  7.0177873629e-05  6.7556208654e-05  4.7894460830e-05  5.2565477216e-05  
4.9979895090e-01  4.2178484294e-01  1.1587100654e-02  2.1103297422e-03  8.2893919328e-04  9.7746814712e-03  2.4075472784e-03  4.2915925267e-04  2.3929507934e-04  1.2701065802e-04  1.2107607058e-04  7.2677228010e-05  8.0240667018e-05  -2.1650838046e-05  4.6374825648e-05  
5.9937225636e-01  3.3343343767e-01  9.5365178108e-03  2.0964609930e-03  8.0897764323e-04  1.3450400842e-02  3.2232117724e-03  7.6369411029e-04  2.5778643234e-04  2.3543928871e-04  1.5368011379e-04  -2.1125391861e-05  6.1895591441e-05  1.2619421133e-05  4.5809315875e-05  
6.9900897428e-01  2.5940474357e-01  7.7661208052e-03  1.7672143638e-03  6.9365709359e-04  1.5645834460e-02  3.7609138579e-03  9.9864068443e-04  3.0067296305e-04  1.1288399813e-04  1.1685480087e-04  2.8276839370e-05  6.6595759868e-05  2.1364987329e-05  4.5898373257e-05  
7.9866711746e-01  1.9886029940e-01  6.2215238106e-03  1.4652663331e-03  5.8206625940e-04  1.9255176518e-02  4.6511557746e-03  1.2420506555e-03  3.1918654398e-04  1.5621740974e-04  1.6099702716e-04  1.4841407883e-04  7.5326212412e-05  5.3168111637e-05  5.0719524288e-05  
8.9860297940e-01  1.5074788452e-01  4.8898737244e-03  1.0641489345e-03  4.6051282889e-04  2.2561884430e-02  5.4919679717e-03  1.7140729664e-03  4.1938499264e-04  3.2189656710e-04  1.8789389501e-04  9.1705553501e-05  7.1569162806e-05  6.0829852709e-05  5.5617178897e-05  
9.9840739664e-01  1.1334680794e-01  3.7899098996e-03  1.2832381409e-03  5.4963698293e-04  2.5119561607e-02  6.1452550955e-03  1.8218906814e-03  4.3366600343e-04  4.0518230810e-04  2.3532094784e-04  1.3271424375e-04  9.2206440045e-05  6.4674427754e-05  6.3629027588e-05  
1.0982313610e+00  8.4597121391e-02  3.0051193603e-03  7.1028398461e-04  3.4323857849e-04  2.5481248502e-02  6.4939950433e-03  2.2788158211e-03  5.3319495700e-04  7.9142224295e-04  4.1970448798e-04  -1.9124065015e-05  7.9706698564e-05  -2.6016990701e-05  6.6721209494e-05  
