#pT	dN/(2pi dy pT dpT)	err(dN/(2pi dy pT dpT))	v1{SP}	v1{SP}_err	v2{SP}	v2{SP}_err	v3{SP}	v3{SP}_err	v4{SP}	v4{SP}_err	v5{SP}	v5{SP}_err	v6{SP}	v6{SP}_err
1.1981898229e+00  6.3398822086e-02  2.3552238347e-03  1.4595775738e-04  2.8288140948e-04  2.8141991218e-02  6.9158364982e-03  2.3040433557e-03  5.9289060708e-04  3.2200238832e-04  2.3207780551e-04  4.2384736753e-05  1.4299088945e-04  -8.0692888529e-05  6.7867214176e-05  
1.2983068687e+00  4.6721335005e-02  1.8211120792e-03  -4.3687864621e-05  3.5470950548e-04  3.0408452053e-02  7.5797474322e-03  1.9759732123e-03  4.7555677175e-04  4.8227426596e-04  2.8388656269e-04  3.1100401120e-05  1.1755035394e-04  3.9479732869e-05  6.8533012390e-05  
1.3984127854e+00  3.4663927761e-02  1.4111160606e-03  -9.0985630583e-04  5.0184551981e-04  3.1744006991e-02  7.8899350874e-03  3.0341697291e-03  7.8576611318e-04  3.8356656946e-04  2.5455758267e-04  2.7489439636e-05  1.1412539161e-04  1.1520400762e-04  1.0812365554e-04  
1.4982055815e+00  2.5775750857e-02  1.0893809576e-03  -1.7999405252e-03  7.6514288302e-04  3.6994521699e-02  9.2596464976e-03  2.5815957231e-03  6.3206738073e-04  7.2687599918e-04  4.0877877294e-04  9.9036145096e-05  1.1834021422e-04  6.2986645218e-05  8.8794860090e-05  
1.5981519678e+00  1.9296423858e-02  8.4438674017e-04  -7.9371124147e-04  5.6790825121e-04  3.5673491430e-02  9.0492193551e-03  3.4533677109e-03  9.0324698050e-04  5.9643820702e-04  3.7025681308e-04  2.3697230503e-04  1.6805384140e-04  -1.8241597294e-05  1.0035464261e-04  
1.6976403394e+00  1.4352783293e-02  6.5524124908e-04  -2.3862076688e-03  9.6724769023e-04  4.0488938389e-02  1.0289871423e-02  4.0791679914e-03  1.1560862640e-03  2.9775190679e-04  4.5422404857e-04  -2.5800104845e-04  1.7554729646e-04  -9.2386659925e-05  1.2405558938e-04  
1.7980400151e+00  1.0674583487e-02  5.1579086707e-04  -2.8133444239e-03  1.2067321381e-03  4.3061488728e-02  1.1305354610e-02  4.2740972534e-03  1.3666694705e-03  8.7917909503e-04  6.2169892826e-04  6.2534657199e-04  4.7908537471e-04  6.5697897804e-05  1.3364197385e-04  
1.8974076575e+00  7.9457949203e-03  3.9925517807e-04  -2.9346400621e-03  1.3193520556e-03  4.6086118206e-02  1.2229111882e-02  5.1180115020e-03  1.3302662627e-03  7.4335900297e-04  4.8323889544e-04  3.1558793175e-04  1.8220075782e-04  1.0162353049e-04  1.7556152749e-04  
1.9978950561e+00  6.0578286852e-03  3.3277071047e-04  -5.0171329725e-03  2.1582660050e-03  3.9694333747e-02  1.0498145919e-02  2.9750429043e-03  1.1895063571e-03  1.3688338524e-03  8.8483198706e-04  1.9956468559e-04  3.1270680386e-04  -1.5437174851e-04  1.8683272141e-04  
2.0977508101e+00  4.3663572109e-03  2.4277344407e-04  -5.8949509665e-03  2.3778855489e-03  4.1898631043e-02  1.0796431780e-02  3.5048914065e-03  1.1999890093e-03  7.5010839568e-04  5.6116586304e-04  6.8622712537e-05  2.6738828623e-04  3.6508450954e-04  2.0686012186e-04  
2.1979095016e+00  3.2825525385e-03  1.9416713778e-04  -4.2370911125e-03  1.7936002374e-03  4.9823888057e-02  1.3254443453e-02  2.6241257858e-03  1.0871992388e-03  4.7608840360e-04  4.9820848779e-04  2.3474236634e-04  3.0858469765e-04  -7.6665129551e-05  2.5325118378e-04  
2.2976719490e+00  2.4550056614e-03  1.4871076386e-04  -4.8199757762e-03  2.0632507789e-03  4.4881729867e-02  1.3085679261e-02  4.5879462329e-03  1.4888279220e-03  -1.7459641979e-04  4.5725287858e-04  -4.7815408770e-05  2.9745677530e-04  4.7508008636e-05  2.0348383056e-04  
2.3972968741e+00  1.8556270511e-03  1.2039329003e-04  -7.7717072840e-03  3.1269300590e-03  4.9342311131e-02  1.3960358792e-02  5.8243208623e-03  1.8942340284e-03  2.5879453441e-03  1.5882898091e-03  9.3707098589e-05  3.6259545833e-04  6.1926751328e-04  3.0555107537e-04  
2.4978934988e+00  1.3247006692e-03  9.2061811034e-05  -7.7908353524e-03  3.2885003676e-03  4.8863182619e-02  1.4199258599e-02  5.3920672715e-03  1.8013050309e-03  1.1124360687e-03  9.9461758149e-04  -6.1716613133e-04  7.2566604355e-04  -1.2285206288e-04  2.9763086602e-04  
2.5982444978e+00  1.0526866302e-03  7.4666306905e-05  -8.3251046533e-03  3.3435543293e-03  4.4725414500e-02  1.3959641243e-02  5.8064598586e-03  2.0913511958e-03  1.3319929088e-03  1.2334658266e-03  8.6308157077e-04  4.7802846698e-04  -1.5339593509e-04  3.1813069107e-04  
2.6983389027e+00  7.7088604271e-04  5.5835569030e-05  -9.0810716660e-03  4.0947110618e-03  6.6902213492e-02  1.9047531676e-02  5.0596841928e-03  2.2365060108e-03  -9.4881874263e-04  9.9344737341e-04  -1.4378752332e-04  5.7873525484e-04  -2.8770247477e-04  2.9725988426e-04  
2.7974311975e+00  5.8586498028e-04  4.3768385511e-05  -9.8468657224e-03  4.1353403002e-03  5.2902236869e-02  1.5832876462e-02  6.2053209441e-03  2.6668928581e-03  -2.1942042435e-04  1.0290593424e-03  -1.9968176954e-04  5.1655339123e-04  7.2305652513e-04  4.8733144733e-04  
2.8979625880e+00  4.3337914801e-04  3.6002906668e-05  -1.3191681973e-02  6.1862239989e-03  4.4952609933e-02  1.6335568720e-02  9.1045406919e-03  3.6997442541e-03  -4.8616040179e-04  1.0493165088e-03  1.5411021101e-03  1.1348335831e-03  -8.4000055069e-04  5.0877245669e-04  
2.9961330886e+00  3.2612861535e-04  2.8928178328e-05  -1.0889686389e-02  5.3339623896e-03  5.6147498725e-02  1.8899839316e-02  9.5104491964e-03  4.1213786582e-03  2.2041303746e-03  1.6326092205e-03  6.3916120388e-04  7.4341772233e-04  -9.6169425384e-05  5.4672487445e-04  
3.0956025853e+00  2.3739274310e-04  2.1326303491e-05  -1.2658298176e-02  5.6302824570e-03  6.4797578082e-02  2.4932813822e-02  6.2679000726e-03  4.0435587208e-03  1.3426365610e-03  1.6002334302e-03  2.2269164025e-04  9.9090701711e-04  -1.9840506771e-04  6.5622641230e-04  
3.1992653304e+00  1.7978418274e-04  1.7461185303e-05  -1.9048968777e-02  8.1300360997e-03  5.1189747295e-02  1.8678514455e-02  3.7663821914e-03  5.4032118569e-03  1.6435514934e-03  2.7392244485e-03  8.7795140525e-04  1.1296853564e-03  -9.2424252246e-04  6.5800507026e-04  
3.2974996502e+00  1.4775104208e-04  1.4048055702e-05  -1.5178727297e-02  8.2385913485e-03  2.5706556337e-02  1.5917622910e-02  8.7894596957e-03  5.2285873715e-03  2.4605181728e-03  1.9393925587e-03  8.3409332369e-04  2.3411203969e-03  7.5724249616e-05  7.3397067977e-04  
3.3982183297e+00  1.0832543355e-04  1.1123925392e-05  -1.0403770984e-02  5.9363431212e-03  4.4078538454e-02  2.4277076479e-02  6.1375390781e-03  6.3404965430e-03  -3.8923095239e-03  3.6901508684e-03  2.1987088211e-03  1.7414077357e-03  5.4051409593e-04  8.7704923185e-04  
3.4943042097e+00  8.0171949449e-05  9.2152950283e-06  -1.4609602177e-02  6.7403322563e-03  7.3211265056e-02  3.2201897327e-02  5.8364422554e-03  6.0294831105e-03  2.4142879973e-04  2.2681984576e-03  2.7526480015e-03  1.6567577642e-03  4.0861253897e-04  9.6601980462e-04  
3.5979617772e+00  5.4541147003e-05  7.0695727562e-06  -1.4519974003e-02  7.7652541638e-03  3.6778931177e-02  3.9328743735e-02  1.2308197642e-02  8.4315706575e-03  2.5130060881e-03  3.2697502823e-03  2.3795686652e-03  4.0890348047e-03  -9.6927022271e-04  1.0596051186e-03  
3.6858633673e+00  2.3132050263e-05  3.2062213512e-06  -2.4661639598e-02  1.2448994656e-02  1.2181214748e-02  2.5878935908e-02  3.2114623273e-03  1.2480910984e-02  -6.3500960672e-03  8.4063271748e-03  4.2273380949e-03  4.1004448739e-03  1.8261006514e-03  1.5447040174e-03  
3.7983218564e+00  4.9882600133e-06  1.4102929960e-06  -1.6390549151e-02  1.8023783193e-02  2.5654754889e-02  9.9280106470e-02  -1.7569291393e-02  2.8783318262e-02  1.9727182214e-02  1.5187032756e-02  -2.2698134680e-03  9.0305189658e-03  -1.8522078259e-03  4.1507968437e-03  
3.8986592840e+00  6.9426859912e-06  1.6028332981e-06  -1.5164582399e-02  1.7852758446e-02  9.4923760649e-02  9.9278785451e-02  -1.9426398235e-02  1.6761954840e-02  2.4382284198e-03  7.1120800680e-03  2.7911241895e-03  3.8017903551e-03  -2.7559591494e-03  2.8039692631e-03  
3.9899492418e+00  3.7311106129e-06  1.1143997996e-06  -2.3738060397e-02  2.4152165326e-02  3.2686487586e-02  8.3242242908e-02  7.8547577306e-02  3.3255136271e-02  1.6087043376e-02  1.3923902574e-02  -2.2199489630e-03  4.5900902476e-03  -1.9407968837e-03  4.1964775102e-03  
