#pT (GeV)       1/(2pi pT) dN/dpT (GeV^-2)      statistical_uncertainty
5.999999999999999778e-01 1.512134954294281020e+00
8.000000000000000444e-01 5.896071067882562300e-01
1.000000000000000000e+00 2.585255480944245732e-01
1.199999999999999956e+00 1.217835636011928013e-01
1.399999999999999911e+00 6.027311638808175581e-02
1.600000000000000089e+00 3.096948674985004757e-02
1.800000000000000044e+00 1.640569057561205510e-02
2.000000000000000000e+00 8.919887668837315001e-03
2.200000000000000178e+00 4.961974662819273497e-03
2.399999999999999911e+00 2.817247346165206463e-03
2.600000000000000089e+00 1.629315689916269617e-03
2.799999999999999822e+00 9.581911568171033039e-04
3.000000000000000000e+00 5.721491515897160268e-04
