#pT (GeV)       1/(2pi pT) dN/dpT (GeV^-2)      statistical_uncertainty
5.999999999999999778e-01 7.727940242440475838e-02
8.000000000000000444e-01 3.242309273749999221e-02
1.000000000000000000e+00 1.447304430119047622e-02
1.199999999999999956e+00 6.605243199845239541e-03
1.399999999999999911e+00 3.068329604169642115e-03
1.600000000000000089e+00 1.460401726022856912e-03
1.800000000000000044e+00 6.981648863718452032e-04
2.000000000000000000e+00 3.147910219844403932e-04
2.200000000000000178e+00 1.560225919653333512e-04
2.399999999999999911e+00 8.056362916515475672e-05
2.600000000000000089e+00 3.905561526975476596e-05
2.799999999999999822e+00 1.895988655229928455e-05
3.000000000000000000e+00 8.617528993264166395e-06
