0.05	1.37302	0.00113827
0.15	1.21235	0.00053231
0.25	1.08508	0.000436282
0.35	1.00764	0.000431423
0.45	0.954795	0.000459397
0.55	0.917646	0.000507722
0.65	0.886245	0.000569143
0.75	0.861531	0.000642511
0.85	0.837922	0.000722796
0.95	0.820144	0.000811077
1.05	0.801894	0.000902023
1.15	0.785862	0.000998174
1.25	0.772515	0.00110138
1.35	0.762707	0.00121248
1.45	0.752158	0.00132883
1.55	0.745356	0.00145628
1.65	0.740842	0.00159428
1.75	0.733588	0.00173667
1.85	0.726722	0.00188282
1.95	0.720284	0.0020423
2.05	0.718994	0.00222261
2.15	0.715532	0.00239778
2.25	0.714644	0.0025966
2.35	0.707078	0.00278393
2.45	0.702971	0.00299391
2.55	0.712638	0.00326066
2.65	0.706878	0.00347472
2.75	0.694908	0.00367999
2.85	0.706955	0.00399726
2.95	0.706208	0.00426556
3.05	0.691494	0.00448158
3.15	0.698079	0.00482
3.25	0.700825	0.00514975
3.35	0.697462	0.00546671
3.45	0.683567	0.00571456
3.55	0.696263	0.00612162
3.65	0.688616	0.00644383
3.75	0.703852	0.00695423
3.85	0.696271	0.0072547
3.95	0.681773	0.00753862
4.05	0.68441	0.00798968
4.15	0.682342	0.00841319
4.25	0.688419	0.00886727
4.35	0.681838	0.00934008
4.45	0.679275	0.00977811
4.55	0.683426	0.0102948
4.65	0.679564	0.010747
4.75	0.679749	0.0112785
4.85	0.681051	0.0118619
4.95	0.676332	0.0122112
5.05	0.667527	0.0128149
5.15	0.66319	0.0133098
5.25	0.694581	0.0142856
5.35	0.690408	0.0149238
5.45	0.659448	0.0150353
5.55	0.664332	0.015747
5.65	0.698569	0.0170313
5.75	0.656364	0.0170212
5.85	0.645683	0.0173315
5.95	0.677628	0.0188453
6.05	0.670721	0.0193828
6.15	0.682759	0.0205201
6.25	0.684108	0.0211885
6.35	0.649577	0.0213269
6.45	0.671249	0.0226601
6.55	0.650063	0.0233045
6.65	0.679033	0.0245472
6.75	0.673827	0.0253984
6.85	0.694001	0.0266423
6.95	0.661692	0.027022
7.05	0.651203	0.0272325
7.15	0.647966	0.0283222
7.25	0.601439	0.0273936
7.35	0.641148	0.0300041
7.45	0.693162	0.0330311
7.55	0.664524	0.0337334
7.65	0.712884	0.0355649
7.75	0.693227	0.0352097
7.85	0.643165	0.0349717
7.95	0.634896	0.0358587
8.05	0.677258	0.0389365
8.15	0.650685	0.0384276
8.25	0.632889	0.0384861
8.35	0.73065	0.045376
8.45	0.647363	0.0420986
8.55	0.652838	0.0434821
8.65	0.643373	0.045266
8.75	0.759894	0.0526003
8.85	0.69179	0.0500626
8.95	0.606993	0.0470445
9.05	0.638418	0.0487762
9.15	0.670659	0.0517812
9.25	0.748322	0.0587428
9.35	0.613636	0.0510256
9.45	0.745562	0.0635409
9.55	0.627907	0.0565494
9.65	0.662626	0.0597017
9.75	0.806604	0.0730698
9.85	0.687783	0.0646713
9.95	0.715294	0.0676015
10.05	0.562061	0.0580728
10.15	0.716578	0.0721451
10.25	0.561856	0.0609079
10.35	0.746356	0.0773044
10.45	0.762195	0.0801168
10.55	0.572308	0.067303
10.65	0.615385	0.0750167
10.75	0.536913	0.0676078
10.85	0.647482	0.078525
10.95	0.901186	0.101656
11.05	0.648889	0.0874029
11.15	0.551724	0.0778994
11.25	0.561983	0.0771334
11.35	0.643564	0.0917731
11.45	0.575107	0.0797249
11.55	0.581633	0.0875273
11.65	0.535211	0.0798142
11.75	0.573034	0.0910129
11.85	0.55814	0.0911107
11.95	0.742857	0.107903
12.05	0.679739	0.109112
12.15	0.534351	0.101674
12.25	0.666667	0.113501
12.35	0.622517	0.103979
12.45	0.808824	0.129247
12.55	0.740741	0.122631
12.65	0.627737	0.109729
12.75	0.651852	0.113157
12.85	0.520325	0.103255
12.95	0.75	0.135703
13.05	0.729412	0.153042
13.15	0.588235	0.122174
13.25	0.817204	0.157338
13.35	0.470588	0.106763
13.45	0.686869	0.136535
13.55	0.592593	0.137722
13.65	0.488372	0.118873
13.75	0.681818	0.144148
13.85	0.759494	0.162878
13.95	0.666667	0.164122
14.05	0.615385	0.143646
14.15	0.597015	0.152122
14.25	0.580645	0.155462
14.35	0.533333	0.134219
14.45	0.576271	0.158629
14.55	0.846154	0.215205
14.65	0.716981	0.191716
14.75	0.40625	0.123588
14.85	0.678571	0.180159
14.95	1.02439	0.27489
15.05	0.716981	0.191716
15.15	0.5	0.16855
15.25	0.754717	0.198058
15.35	0.533333	0.173276
15.45	0.548387	0.150134
15.55	0.680851	0.197067
15.65	0.5	0.161374
15.75	0.837209	0.235033
15.85	0.971429	0.28718
15.95	0.65	0.207515
16.05	0.722222	0.233693
16.15	0.9375	0.293359
16.25	0.27027	0.128777
16.35	0.461538	0.209036
16.45	0.697674	0.209212
16.55	0.444444	0.173719
16.65	1.57895	0.545362
16.75	1.08333	0.373066
16.85	0.428571	0.1928
16.95	1	0.353553
17.05	0.666667	0.272166
17.15	0.428571	0.1928
17.25	0.518519	0.219924
17.35	0.592593	0.238541
17.45	0.777778	0.34645
17.55	0.357143	0.173394
17.65	1.06667	0.466984
17.75	0.518519	0.219924
17.85	0.909091	0.346714
17.95	0.666667	0.3849
18.05	0.909091	0.346714
18.15	0.275862	0.147136
18.25	0.75	0.293151
18.35	0.6	0.279285
18.45	1.2	0.505964
18.55	0.428571	0.272661
18.65	0.941176	0.403526
18.75	0.695652	0.285538
18.85	1	0.5
18.95	0.8	0.473286
19.05	0.8	0.334664
19.15	0.526316	0.264539
19.25	0.8	0.386437
19.35	0.769231	0.404796
19.45	0.434783	0.214537
19.55	0.545455	0.355276
19.65	0.933333	0.427222
19.75	0.833333	0.443576
19.85	1.33333	0.702728
19.95	0	0
20.05	0.75	0.359035
