1.750000e-01 7.418724e+00 2.243505e-03 5.277958e-01
2.250000e-01 5.806831e+00 1.611920e-03 2.567019e-01
2.750000e-01 4.552527e+00 1.275945e-03 1.892971e-01
3.250000e-01 3.512584e+00 1.016386e-03 1.321386e-01
3.750000e-01 2.719308e+00 8.226970e-04 9.125538e-02
4.250000e-01 2.120818e+00 6.760447e-04 6.917545e-02
4.750000e-01 1.659127e+00 5.615020e-04 5.155110e-02 
5.250000e-01 1.311769e+00 4.724656e-04 4.070284e-02 
5.750000e-01 1.046013e+00 4.014899e-04 3.245417e-02 
6.250000e-01 8.432326e-01 3.451811e-04 2.564808e-02 
6.750000e-01 6.854037e-01 2.986781e-04 2.083000e-02 
7.250000e-01 5.642358e-01 2.613214e-04 1.712892e-02 
7.750000e-01 4.667923e-01 2.300176e-04 1.400513e-02 
8.250000e-01 3.869428e-01 2.028744e-04 1.159708e-02 
8.750000e-01 3.226618e-01 1.798522e-04 9.665319e-03 
9.250000e-01 2.702489e-01 1.600166e-04 8.092567e-03 
9.750000e-01 2.276829e-01 1.432132e-04 6.814167e-03 
1.050000e+00 1.762854e-01 8.606065e-05 5.271788e-03 
1.150000e+00 1.273267e-01 6.980188e-05 3.760801e-03 
1.250000e+00 9.356119e-02 5.731715e-05 2.761918e-03 
1.350000e+00 6.962595e-02 4.761505e-05 2.055169e-03 
1.450000e+00 5.266928e-02 4.035094e-05 1.554516e-03 
1.550000e+00 4.020111e-02 3.418506e-05 1.268438e-03 
1.650000e+00 3.091857e-02 2.909159e-05 9.754513e-04 
1.750000e+00 2.408730e-02 2.500201e-05 7.599313e-04 
1.850000e+00 1.894044e-02 2.163193e-05 5.975526e-04 
1.950000e+00 1.509781e-02 1.890856e-05 4.763214e-04 
2.100000e+00 1.080186e-02 1.093364e-05 3.695343e-04 
2.300000e+00 7.109477e-03 8.530470e-06 2.432171e-04 
2.500000e+00 4.735192e-03 6.703075e-06 1.619922e-04 
2.700000e+00 3.237116e-03 5.351004e-06 1.107426e-04 
2.900000e+00 2.240914e-03 4.296180e-06 7.666225e-05 
3.100000e+00 1.585076e-03 3.492021e-06 5.422587e-05 
3.300000e+00 1.129051e-03 2.856147e-06 3.862514e-05 
3.500000e+00 8.164794e-04 2.358905e-06 2.793197e-05 
3.700000e+00 6.046509e-04 1.974129e-06 2.068527e-05 
3.900000e+00 4.437163e-04 1.647254e-06 1.517965e-05 
4.250000e+00 2.749801e-04 7.816712e-07 9.407140e-06 
4.750000e+00 1.428275e-04 5.328304e-07 4.886167e-06 
5.250000e+00 7.926899e-05 3.775733e-07 2.711813e-06 
5.750000e+00 4.612010e-05 2.751837e-07 1.577781e-06 
6.250000e+00 2.825076e-05 2.072370e-07 9.664659e-07 
6.750000e+00 1.766254e-05 1.577131e-07 6.042402e-07 
7.500000e+00 9.711420e-06 7.843507e-08 3.322302e-07 
8.500000e+00 4.474096e-06 4.999360e-08 1.530600e-07 
9.500000e+00 2.201765e-06 3.316752e-08 7.532297e-08 
1.050000e+01 1.287043e-06 2.445002e-08 4.403010e-08 
1.150000e+01 7.441080e-07 1.777837e-08 2.545613e-08 
1.250000e+01 4.585158e-07 1.341294e-08 1.568595e-08 
1.350000e+01 2.806514e-07 1.000186e-08 9.601157e-09 
1.450000e+01 2.044550e-07 8.223515e-09 6.994459e-09 
