1	3.64E-001	0.0088927703
1.2	1.73E-001	0.0044318779
1.4	8.72E-002	0.0023534736
1.6	4.64E-002	0.0013088218
1.8	2.58E-002	0.0007541698
2	1.49E-002	0.0004467859
2.2	8.92E-003	0.0002728246
2.4	5.53E-003	0.0001709687
2.6	3.54E-003	0.0001095846
2.8	2.34E-003	7.19025644369554E-005
3	1.58E-003	0.000048209
3.2	1.10E-003	3.28500971911115E-005
3.4	7.85E-004	2.30262293565862E-005
3.6	5.74E-004	1.64592872770839E-005
3.8	4.27E-004	1.19872851666918E-005
4	3.24E-004	8.88668584423005E-006
4.2	2.50E-004	6.69914928357603E-006
4.4	1.96E-004	5.12964713281662E-006
4.6	1.55E-004	3.98527507110549E-006
4.8	1.24E-004	0.000003138
5	1.01E-004	2.50143074153129E-006
5.2	8.24E-005	2.01662038886508E-006
5.4	6.80E-005	1.64259687201481E-006
5.6	5.65E-005	1.35056112996519E-006
5.8	4.73E-005	0.00000112
6	3.99E-005	0.000000936
6.2	3.38E-005	7.87879517690446E-007
6.4	2.88E-005	6.67489425951036E-007
6.6	2.47E-005	5.68861270461882E-007
6.8	2.13E-005	4.87451112849982E-007
7	1.84E-005	4.19785168339969E-007
7.2	1.59E-005	3.63181409750854E-007
7.4	1.39E-005	3.15550182251071E-007
7.6	1.21E-005	2.75249054159445E-007
7.8	1.06E-005	0.000000241
8	9.35E-006	2.11693135244531E-007
8.2	8.25E-006	1.86562936808622E-007
8.4	7.30E-006	1.64908784075648E-007
8.6	6.47E-006	1.46178775324931E-007
8.8	5.76E-006	1.29920328916829E-007
9	5.13E-006	1.15760204173614E-007
9.2	4.58E-006	1.03388940935637E-007
9.4	4.10E-006	9.254866485642E-008
9.6	3.68E-006	0.000000083
9.8	3.31E-006	7.46317843612417E-008
10	2.98E-006	6.72202577939318E-008
10.2	2.69E-006	6.06588720302362E-008
10.4	2.43E-006	5.4836975269912E-008
10.6	2.20E-006	4.9660067758512E-008
10.8	2.00E-006	0.000000045
11	1.82E-006	4.09287052661442E-008
11.2	1.65E-006	3.7244655133685E-008
11.4	1.51E-006	3.39431616360819E-008
11.6	1.37E-006	0.000000031
11.8	1.26E-006	2.83139244246318E-008
12	1.15E-006	2.59130997456686E-008
12.2	1.05E-006	2.37470986053986E-008
12.4	9.67E-007	2.17899384731731E-008
12.6	8.88E-007	0.00000002
12.8	8.17E-007	1.84137944579254E-008
13	7.52E-007	0.000000017
13.2	6.94E-007	1.56334896396593E-008
13.4	6.40E-007	1.44289796335147E-008
13.6	5.92E-007	1.33315157349368E-008
13.8	5.47E-007	1.23303342761887E-008
14	5.07E-007	1.14158777140951E-008
