1.00	2.68E-001	4.28E-003
1.20	1.29E-001	2.07E-003
1.40	6.89E-002	1.10E-003
1.60	3.96E-002	6.33E-004
1.80	2.41E-002	3.85E-004
2.00	1.53E-002	2.45E-004
2.20	1.01E-002	1.62E-004
2.40	6.92E-003	1.11E-004
2.60	4.85E-003	7.77E-005
2.80	3.48E-003	5.57E-005
3.00	2.55E-003	4.08E-005
3.20	1.90E-003	3.04E-005
3.40	1.44E-003	2.31E-005
3.60	1.11E-003	1.77E-005
3.80	8.61E-004	1.38E-005
4.00	6.78E-004	1.08E-005
4.20	5.39E-004	8.62E-006
4.40	4.32E-004	6.92E-006
4.60	3.50E-004	5.61E-006
4.80	2.86E-004	4.58E-006
5.00	2.35E-004	3.76E-006
5.20	1.95E-004	3.11E-006
5.40	1.62E-004	2.59E-006
5.60	1.36E-004	2.17E-006
5.80	1.14E-004	1.83E-006
6.00	9.70E-005	1.55E-006
6.20	8.26E-005	1.32E-006
6.40	7.06E-005	1.13E-006
6.60	6.06E-005	9.71E-007
6.80	5.23E-005	8.37E-007
7.00	4.53E-005	7.24E-007
7.20	3.93E-005	6.29E-007
7.40	3.43E-005	5.49E-007
7.60	3.00E-005	4.80E-007
7.80	2.63E-005	4.21E-007
8.00	2.31E-005	3.70E-007
8.20	2.04E-005	3.27E-007
8.40	1.81E-005	2.89E-007
8.60	1.60E-005	2.57E-007
8.80	1.43E-005	2.28E-007
9.00	1.27E-005	2.03E-007
9.20	1.14E-005	1.82E-007
9.40	1.02E-005	1.63E-007
9.60	9.12E-006	1.46E-007
9.80	8.20E-006	1.31E-007
10.00	7.39E-006	1.18E-007
10.20	6.67E-006	1.07E-007
10.40	6.03E-006	9.65E-008
10.60	5.46E-006	8.74E-008
10.80	4.95E-006	7.92E-008
11.00	4.50E-006	7.20E-008
11.20	4.09E-006	6.55E-008
11.40	3.73E-006	5.97E-008
11.60	3.40E-006	5.45E-008
11.80	3.11E-006	4.98E-008
12.00	2.85E-006	4.56E-008
12.20	2.61E-006	4.18E-008
12.40	2.39E-006	3.83E-008
12.60	2.20E-006	3.52E-008
12.80	2.02E-006	3.24E-008
13.00	1.86E-006	2.98E-008
13.20	1.72E-006	2.75E-008
13.40	1.59E-006	2.54E-008
13.60	1.47E-006	2.35E-008
13.80	1.36E-006	2.17E-008
14.00	1.25E-006	2.01E-008
