#pT (GeV)       1/(2pi pT) dN/dpT (GeV^-2)      statistical_uncertainty
6.000000000000000888e-01 1.867109753864935939e+00
8.000000000000000444e-01 6.362256139502607821e-01
1.000000000000000000e+00 2.676888541171543734e-01
1.200000000000000178e+00 1.293590560438686587e-01
1.400000000000000133e+00 6.897713490265755532e-02
1.600000000000000089e+00 3.959637281929660746e-02
1.800000000000000044e+00 2.407559349706871535e-02
2.000000000000000000e+00 1.533000045008918802e-02
2.200000000000000178e+00 1.013848599681679667e-02
2.400000000000000355e+00 6.921279948752791407e-03
2.600000000000000089e+00 4.854177001410231625e-03
2.800000000000000266e+00 3.484447932082258923e-03
3.000000000000000000e+00 2.552331576739130109e-03
