 -8.000E-01  8.000E-01  1.500E+00  4.163E+08
 -8.000E-01  8.000E-01  2.000E+00  1.376E+08
 -8.000E-01  8.000E-01  2.500E+00  4.842E+07
 -8.000E-01  8.000E-01  3.000E+00  1.922E+07
 -8.000E-01  8.000E-01  3.500E+00  8.507E+06
 -8.000E-01  8.000E-01  4.000E+00  4.119E+06
 -8.000E-01  8.000E-01  4.500E+00  2.147E+06
 -8.000E-01  8.000E-01  5.000E+00  1.185E+06
 -8.000E-01  8.000E-01  5.500E+00  6.911E+05
 -8.000E-01  8.000E-01  6.000E+00  4.184E+05
 -8.000E-01  8.000E-01  6.500E+00  2.638E+05
 -8.000E-01  8.000E-01  7.000E+00  1.715E+05
 -8.000E-01  8.000E-01  7.500E+00  1.144E+05
 -8.000E-01  8.000E-01  8.000E+00  7.790E+04
 -8.000E-01  8.000E-01  8.500E+00  5.441E+04
 -8.000E-01  8.000E-01  9.000E+00  3.885E+04
 -8.000E-01  8.000E-01  9.500E+00  2.806E+04
 -8.000E-01  8.000E-01  1.000E+01  2.061E+04
 -8.000E-01  8.000E-01  1.050E+01  1.535E+04
 -8.000E-01  8.000E-01  1.100E+01  1.159E+04
 -8.000E-01  8.000E-01  1.150E+01  8.865E+03
 -8.000E-01  8.000E-01  1.200E+01  6.836E+03
 -8.000E-01  8.000E-01  1.250E+01  5.320E+03
 -8.000E-01  8.000E-01  1.300E+01  4.187E+03
 -8.000E-01  8.000E-01  1.350E+01  3.315E+03
 -8.000E-01  8.000E-01  1.400E+01  2.650E+03
 -8.000E-01  8.000E-01  1.450E+01  2.137E+03
 -8.000E-01  8.000E-01  1.500E+01  1.730E+03
 -8.000E-01  8.000E-01  1.550E+01  1.414E+03
 -8.000E-01  8.000E-01  1.600E+01  1.160E+03
 -8.000E-01  8.000E-01  1.650E+01  9.554E+02
 -8.000E-01  8.000E-01  1.700E+01  7.939E+02
 -8.000E-01  8.000E-01  1.750E+01  6.616E+02
 -8.000E-01  8.000E-01  1.800E+01  5.550E+02
 -8.000E-01  8.000E-01  1.850E+01  4.668E+02
 -8.000E-01  8.000E-01  1.900E+01  3.954E+02
 -8.000E-01  8.000E-01  1.950E+01  3.356E+02
 -8.000E-01  8.000E-01  2.000E+01  2.860E+02
