  1.  153482752.
  2.  10870559.
  3.  1624255.62
  4.  377745.062
  5.  113834.781
  6.  39847.8633
  7.  15339.8691
  8.  6344.72559
  9.  2800.81104
  10.  1322.31128
  11.  671.359558
  12.  368.150848
  13.  217.946335
  14.  138.382996
  15.  93.2210999
  16.  65.8249512
  17.  48.191288
  18.  36.2658081
  19.  27.8758812
  20.  21.7882557
  21.  17.265007
  22.  13.8397312
  23.  11.2052765
  24.  9.15256977
  25.  7.53517246
  26.  6.24823856
  27.  5.21530533
  28.  4.37986183
  29.  3.69934201
  30.  3.14122701
  31.  2.68059444
  32.  2.29817009
  33.  1.97890472
  34.  1.71102071
  35.  1.48520529
  36.  1.29396975
  37.  1.1313113
  38.  0.992390811
  39.  0.873276949
  40.  0.770784318
  41.  0.682285905
  51.  0.23002243
  61.  0.0930410549
  71.  0.0427388772
  81.  0.0215594713
  91.  0.0116883311
  101.  0.00670794258
  111.  0.00403457275
  121.  0.00252164062
  131.  0.00162782194
  141.  0.00108035794
  151.  0.00073427771
  161.  0.000509610632
  171.  0.000360186445
  181.  0.000258823944
  191.  0.000188726204
  201.  0.000139436917
  211.  0.000104239356
  221.  7.87619283E-05
  231.  6.00977291E-05
  241.  4.627616E-05
  251.  3.5935067E-05
  261.  2.81217835E-05
  271.  2.21655755E-05
  281.  1.75883342E-05
  291.  1.40451666E-05
  301.  1.12828347E-05
  311.  9.11450206E-06
  321.  7.40180985E-06
  331.  6.04147226E-06
  341.  4.95483164E-06
  351.  4.08204914E-06
  361.  3.37754318E-06
  371.  2.80633844E-06
  381.  2.34115123E-06
  391.  1.96054293E-06
  401.  1.64773621E-06
  411.  1.38955465E-06
  421.  1.17571096E-06
  431.  9.97964548E-07
  441.  8.4966041E-07
  451.  7.25476525E-07
  461.  6.21155664E-07
  471.  5.33240836E-07
  481.  4.58913917E-07
  491.  3.95887241E-07
  501.  3.42307118E-07
  511.  2.96634738E-07
  521.  2.57594195E-07
  531.  2.24132378E-07
  541.  1.9538119E-07
  551.  1.70623693E-07
  561.  1.49258284E-07
  571.  1.30780393E-07
  581.  1.14768731E-07
  591.  1.00868583E-07
