0.5	5.30E+08
0.75	1.30E+08
1	4.20E+07
1.25	1.67E+07
1.5	7.61E+06
1.75	3.83E+06
2	2.13E+06
2.25	1.27E+06
2.5	794586
2.75	518824
3	349210
3.25	242449
3.5	172771
3.75	125962
4	93572.2
4.25	70762
4.5	54308
4.75	42237.5
5	33258.5
5.25	26477.4
5.5	21292.3
5.75	17275.9
6	14134.1
6.25	11653.5
6.5	9678
6.75	8083.16
7	6794.65
7.25	5747.54
7.5	4887.49
7.75	4172.4
8	3581.74
8.25	3088.03
8.5	2673.23
8.75	2323.18
9	2025.02
9.25	1772.53
9.5	1556.67
9.75	1371.39
10	1211.78
10.25	1073.94
10.5	954.341
10.75	851.927
11	760.866
11.25	681.179
11.5	611.226
11.75	549.617
12	495.251
12.25	447.163
12.5	404.508
12.75	366.603
13	332.837
13.25	302.705
13.5	275.755
13.75	251.603
14	229.918
14.25	210.324
14.5	192.76
14.75	176.91
15	162.582
15.25	149.609
15.5	137.845
15.75	127.163
16	117.447
16.25	108.608
16.5	100.544
16.75	93.1749
17	86.4365
17.25	80.2677
17.5	74.6134
17.75	69.4249
18	64.6583
18.25	60.2742
18.5	56.2184
18.75	52.4975
19	49.0661
19.25	45.8977
19.5	42.9677
19.75	40.2562
20	37.7444
20.25	35.4163
20.5	33.237
20.75	31.2317
21	29.3678
21.25	27.6339
21.5	26.0198
21.75	24.5157
22	23.1132
22.25	21.8044
22.5	20.5823
22.75	19.4401
23	18.372
23.25	17.3725
23.5	16.4364
23.75	15.5593
24	14.7369
24.25	13.9653
24.5	13.2408
24.75	12.5604
25	11.9208
25.25	11.3193
25.5	10.7533
25.75	10.2204
26	9.71837
26.25	9.24509
26.5	8.79873
26.75	8.37755
27	7.97986
27.25	7.60418
27.5	7.24918
27.75	6.91026
28	6.59293
28.25	6.29262
28.5	6.00829
28.75	5.73897
29	5.48374
29.25	5.24179
29.5	5.0123
29.75	4.79453
30	4.58783
30.25	4.39154
30.5	4.20506
30.75	4.02782
31	3.85933
31.25	3.69907
31.5	3.54659
31.75	3.40159
32	3.26339
32.25	3.13177
32.5	3.00635
32.75	2.8868
33	2.7728
33.25	2.66407
33.5	2.56037
33.75	2.46134
34	2.3668
34.25	2.2765
34.5	2.19023
34.75	2.10778
35	2.02896
35.25	1.95358
35.5	1.88148
35.75	1.81248
36	1.74644
36.25	1.68321
36.5	1.62266
36.75	1.56465
37	1.50906
37.25	1.45578
37.5	1.40468
37.75	1.35568
38	1.30867
38.25	1.26358
38.5	1.2203
38.75	1.17874
39	1.13884
39.25	1.10012
39.5	1.06332
39.75	1.02795
40	0.99395
40.25	0.961269
40.5	0.929839
40.75	0.899608
41	0.870525
41.25	0.84254
41.5	0.815607
41.75	0.789679
42	0.764715
42.25	0.740673
42.5	0.717514
42.75	0.6952
43	0.673696
43.25	0.652968
43.5	0.632984
43.75	0.613715
44	0.595131
44.25	0.577163
44.5	0.559869
44.75	0.54318
45	0.527071
45.25	0.511521
45.5	0.496505
45.75	0.482005
46	0.468
46.25	0.454459
46.5	0.441386
46.75	0.428761
47	0.416547
47.25	0.404739
47.5	0.393322
47.75	0.382281
48	0.371601
48.25	0.36127
48.5	0.351275
48.75	0.341602
49	0.33224
49.25	0.323052
49.5	0.314123
49.75	0.305635
50	0.297288

