1.5	0	965500000	872500000
2	314200000	272100000	207400000
2.5	130000000	87910000	64190000
3	55170000	33260000	24080000
3.5	24230000	14320000	10320000
4	11340000	6735000	4901000
4.5	5745000	3438000	2534000
5	3053000	1859000	1390000
5.5	1716000	1074000	805200
6	1006000	644300	486900
6.5	613700	401800	305800
7	386400	259900	198200
7.5	249900	172700	132400
8	166800	117100	90620
8.5	113900	81470	63090
9	79660	57900	44830
9.5	55960	41710	32560
10	40410	30580	23970
10.5	29600	22750	17870
11	22020	17160	13490
11.5	16620	13070	10310
12	12670	10070	7957
12.5	9715	7840	6208
13	7576	6162	4889
13.5	5975	4866	3886
14	4718	3895	3112
14.5	3772	3136	2507
15	3025	2546	2038
15.5	2448	2072	1663
16	1996	1704	1365
16.5	1633	1403	1131
17	1351	1165	940.7
17.5	1123	971	786.2
18	935.5	814	658.8
18.5	780.5	685.4	555.1
19	658.1	580.4	470.5
19.5	554.4	492.5	400.4
20	471.3	421.2	341.2
20.5	401.5	359.6	292
21	343.6	309.2	251
21.5	295.3	266.6	216.7
22	254.9	229.7	187.3
22.5	219.8	199.7	163.1
23	190.7	173.4	141.8
23.5	165.8	151.2	123.7
24	144.4	132.1	108.3
24.5	126.2	116.1	95.18
25	110.8	102.1	83.73
25.5	97.19	89.98	73.91
26	85.8	79.38	65.21
26.5	75.67	70.45	57.84
27	66.92	62.51	51.28
27.5	59.43	55.43	45.57
28	52.81	49.44	40.67
28.5	47.08	44.09	36.38
29	42	39.48	32.54
29.5	37.59	35.32	29.12
30	33.74	31.75	26.15
30.5	30.21	28.56	23.54
31	27.24	25.64	21.22
31.5	24.49	23.15	19.16
32	22.11	20.89	17.29
32.5	19.98	18.9	15.66
33	18.04	17.15	14.19
33.5	16.34	15.57	12.88
34	14.9	14.13	11.72
34.5	13.51	12.86	10.64
35	12.26	11.73	9.697
35.5	11.19	10.69	8.848
36	10.2	9.758	8.085
36.5	9.314	8.922	7.386
37	8.51	8.182	6.774
37.5	7.813	7.489	6.212
38	7.153	6.867	5.688
38.5	6.564	6.292	5.223
39	6.035	5.798	4.801
39.5	5.547	5.326	4.426
40	5.108	4.913	4.075
40.5	4.716	4.526	3.758
41	4.355	4.179	3.477
41.5	4.013	3.858	3.21
42	3.705	3.563	2.967
42.5	3.428	3.299	2.745
43	3.174	3.056	2.544
43.5	2.947	2.835	2.359
44	2.727	2.63	2.193
44.5	2.534	2.443	2.036
45	2.353	2.268	1.889
45.5	2.188	2.113	1.758
46	2.032	1.965	1.634
46.5	1.89	1.828	1.526
47	1.762	1.707	1.42
47.5	1.642	1.59	1.323
48	1.533	1.486	1.236
48.5	1.431	1.386	1.154
49	1.337	1.295	1.079
49.5	1.252	1.212	1.009
50	1.171	1.133	0.9451
50.5	1.096	1.061	0.8853
51	1.028	0.9955	0.8299
51.5	0.9634	0.9319	0.7774
52	0.9034	0.873	0.73
52.5	0.8504	0.821	0.6839
53	0.7955	0.7701	0.6436
53.5	0.749	0.7251	0.6051
54	0.7037	0.6803	0.5689
54.5	0.6631	0.6403	0.534
55	0.6223	0.6021	0.5035
55.5	0.5863	0.5675	0.4742
56	0.5523	0.5348	0.4468
56.5	0.5212	0.5037	0.4211
57	0.4916	0.4755	0.3978
57.5	0.4642	0.4481	0.3751
58	0.4375	0.4234	0.3543
58.5	0.4127	0.3999	0.3342
59	0.3902	0.3774	0.316
59.5	0.3692	0.3569	0.2986
60	0.3487	0.3376	0.2823
60.5	0.33	0.3193	0.2673
61	0.3128	0.3025	0.2534
61.5	0.2958	0.2863	0.2397
62	0.2804	0.2717	0.227
62.5	0.2661	0.2577	0.2152
63	0.2518	0.2438	0.204
63.5	0.2389	0.2318	0.1933
64	0.2269	0.2198	0.1836
64.5	0.2156	0.2087	0.1745
65	0.2047	0.198	0.1656
65.5	0.1944	0.1881	0.1573
66	0.185	0.1787	0.1494
66.5	0.1757	0.1699	0.1419
67	0.1673	0.1616	0.1349
67.5	0.1591	0.1537	0.1286
68	0.1515	0.1462	0.1223
68.5	0.1442	0.1392	0.1165
69	0.1374	0.1326	0.1109
69.5	0.1309	0.1262	0.1057
70	0.1248	0.1203	0.1008
70.5	0.1187	0.1147	0.096
71	0.1134	0.1093	0.09157
71.5	0.1081	0.1043	0.08748
72	0.1032	0.09939	0.08341
72.5	0.09855	0.09499	0.07953
73	0.09409	0.09078	0.07598
73.5	0.08977	0.08651	0.07256
74	0.08589	0.0827	0.06935
74.5	0.08204	0.07907	0.06625
75	0.07844	0.07561	0.06338
75.5	0.07497	0.07227	0.06048
76	0.07175	0.06906	0.05791
76.5	0.06868	0.06623	0.05549
77	0.06565	0.06315	0.05298
77.5	0.06306	0.06045	0.0507
78	0.06039	0.05792	0.04855
78.5	0.0577	0.05546	0.04657
79	0.05528	0.05318	0.04455
79.5	0.05296	0.05094	0.0427
80	0.05078	0.04882	0.04098
80.5	0.04875	0.0468	0.03924
81	0.04667	0.04488	0.03763
81.5	0.04471	0.04303	0.03608
82	0.04306	0.04135	0.03466
82.5	0.0412	0.03965	0.03325
83	0.03965	0.03809	0.03185
83.5	0.03797	0.03657	0.03059
84	0.03651	0.03505	0.02939
84.5	0.0351	0.03369	0.02822
85	0.03371	0.03239	0.02711
85.5	0.03236	0.03109	0.0261
86	0.03114	0.02992	0.02506
86.5	0.02994	0.0287	0.02409
87	0.02881	0.0276	0.02316
87.5	0.02771	0.02656	0.02227
88	0.02666	0.02555	0.02141
88.5	0.02566	0.02458	0.02059
89	0.02472	0.02368	0.01982
89.5	0.02377	0.02276	0.01909
90	0.0229	0.0219	0.01838
90.5	0.02204	0.02112	0.01769
91	0.02124	0.02033	0.01704
91.5	0.02047	0.01958	0.01641
92	0.01972	0.01886	0.01579
92.5	0.01904	0.0182	0.01524
93	0.01833	0.01751	0.01468
93.5	0.0177	0.01688	0.01416
94	0.01704	0.01629	0.01364
94.5	0.0164	0.0157	0.01318
95	0.01588	0.01515	0.0127
95.5	0.0153	0.0146	0.01225
96	0.01478	0.0141	0.01182
96.5	0.01426	0.01361	0.0114
97	0.01376	0.01314	0.011
97.5	0.01329	0.01266	0.01064
98	0.01283	0.01224	0.01026
98.5	0.01241	0.01182	0.009905
99	0.01197	0.01141	0.009566
99.5	0.01156	0.01103	0.00925
100	0.01119	0.01065	0.00894
