1.0 0.0713870165316
1.2 0.0370605476747
1.4 0.020077854573
1.6 0.0112486029713
1.8 0.00661679083373
2.0 0.00401076949121
2.2 0.002542968504
2.4 0.00165522240245
2.6 0.00110866037267
2.8 0.000762646576434
3.0 0.000537418831453
3.2 0.000385270311981
3.4 0.000282326623316
3.6 0.000209675817497
3.8 0.00015829180408
4.0 0.000121646794227
4.2 9.3939653541e-05
4.4 7.36753046569e-05
4.6 5.83196304747e-05
4.8 4.62515650594e-05
5.0 3.71641881552e-05
5.2 3.06082934231e-05
5.4 2.50690903358e-05
5.6 2.06175267554e-05
5.8 1.70558855314e-05
6.0 1.4151609917e-05
6.2 1.18470242773e-05
6.4 9.98803415032e-06
6.6 8.39566940658e-06
6.8 7.26180156109e-06
7.0 6.37115703932e-06
7.2 5.4257255441e-06
7.4 4.61065464585e-06
7.6 4.01610765909e-06
7.8 3.45441919381e-06
8.0 3.00596429693e-06
8.2 2.57260655857e-06
8.4 2.27537698065e-06
8.6 2.05444319155e-06
8.8 1.79113586509e-06
9.0 1.58738765851e-06
9.2 1.45000058828e-06
9.4 1.28562990893e-06
9.6 1.12243030846e-06
9.8 9.80046635022e-07
10.0 8.94716948563e-07
10.2 8.1190410579e-07
10.4 7.17583461255e-07
10.6 6.48634240585e-07
10.8 5.75662363973e-07
11.0 5.25091274477e-07
11.2 4.81257792118e-07
11.4 4.29493178066e-07
11.6 3.83828909064e-07
11.8 3.55709353434e-07
12.0 3.2475773872e-07
12.2 2.95373417903e-07
12.4 2.680599549e-07
12.6 2.36727739551e-07
12.8 2.20803994523e-07
13.0 2.08116330792e-07
13.2 1.98344653465e-07
13.4 1.80913144383e-07
13.6 1.62279327655e-07
13.8 1.42023566683e-07
14.0 1.31012497544e-07
